카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021년11월_남_20~29세,"21,570",502,507,591,870,414,809,775,599,941,875,382,"1,177","1,024","1,148","1,313","1,025","2,630",729,,"1,304","1,100","1,991",864
2021년11월_남_30~39세,"22,983",537,643,"1,047",776,299,746,737,608,780,806,261,"1,292",836,"1,040",953,890,"2,795",724,,"1,416","1,416","2,105","2,276"
2021년11월_남_40~49세,"26,021",558,907,848,814,405,946,858,535,863,930,243,"1,979",933,"1,063","1,175","1,018","3,381",756,,"1,494","2,008","2,357","1,950"
2021년11월_남_50~59세,"27,591",709,741,828,"1,147",559,"1,018","1,042",634,"1,238","1,057",357,"1,598","1,368","1,359","1,673","1,418","3,342","1,038",,"1,820","1,520","2,313",812
2021년11월_남_60~69세,"24,853",706,615,709,980,559,942,796,570,"1,284","1,065",394,"1,347","1,380","1,389","1,603","1,345","2,985",967,,"1,793",907,"1,783",734
2021년11월_남_70~79세,"13,392",423,371,426,530,331,577,383,336,727,590,207,661,695,712,889,792,"1,434",491,,"1,047",589,867,314
2021년11월_남_80~89세,"5,020",211,174,166,182,138,268,178,123,325,234,84,210,215,264,347,249,482,202,,393,215,278,82
2021년11월_남_90~99세,340,9,15,7,20,5,23,12,5,19,24,5,16,13,19,21,17,33,12,,25,17,18,5
2021년11월_남_100세 이상,12,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,,1,0,1,0
2021년11월_여_총인구수,"173,381","4,117","5,478","5,804","5,715","3,355","6,824","5,943","3,685","6,925","6,925","1,879","10,898","7,267","7,761","9,767","7,548","21,686","5,518",,"11,070","10,945","14,743","9,528"
2021년11월_여_연령구간인구수,"173,381","4,117","5,478","5,804","5,715","3,355","6,824","5,943","3,685","6,925","6,925","1,879","10,898","7,267","7,761","9,767","7,548","21,686","5,518",,"11,070","10,945","14,743","9,528"
2021년11월_여_0~9세,"11,784",190,430,596,161,109,330,394,81,193,336,90,"1,072",302,377,431,351,"1,648",305,,676,"1,132","1,145","1,435"
2021년11월_여_10~19세,"12,478",180,397,330,268,174,400,424,146,353,462,92,"1,135",413,416,597,399,"1,729",288,,699,"1,367","1,425",784
2021년11월_여_20~29세,"19,042",429,462,593,835,323,705,689,677,788,785,188,997,818,945,"1,092",837,"2,373",600,,"1,061","1,106","1,750",989
2021년11월_여_30~39세,"20,186",363,667,973,567,250,694,688,467,581,652,171,"1,315",622,793,837,671,"2,565",592,,"1,206","1,467","1,865","2,180"
2021년11월_여_40~49세,"24,765",467,885,798,661,376,894,951,371,749,927,190,"2,003",789,907,"1,133",869,"3,293",633,,"1,523","2,175","2,463","1,708"
2021년11월_여_50~59세,"28,897",673,807,876,"1,051",627,"1,165","1,051",606,"1,263","1,179",349,"1,676","1,433","1,457","1,950","1,332","3,481","1,093",,"2,011","1,425","2,426",966
2021년11월_여_60~69세,"28,736",779,829,845,"1,123",748,"1,238",861,674,"1,478","1,318",373,"1,472","1,570","1,465","1,925","1,529","3,541","1,085",,"1,889","1,130","2,007",857
2021년11월_여_70~79세,"17,284",609,634,506,696,474,887,535,413,984,811,259,780,845,891,"1,114",989,"1,854",619,,"1,155",740,"1,078",411
2021년11월_여_80~89세,"8,952",368,327,252,312,249,448,309,224,486,393,143,375,428,450,618,501,"1,037",261,,729,359,520,163
2021년11월_여_90~99세,"1,227",59,39,33,40,24,63,39,25,49,60,24,70,45,60,66,68,161,42,,120,43,64,33
2021년11월_여_100세 이상,30,0,1,2,1,1,0,2,1,1,2,0,3,2,0,4,2,4,0,,1,1,0,2
2021년12월_계_총인구수,"341,436","8,574","10,362","11,626","11,477","6,327","12,925","11,702","7,736","13,742","13,254","4,005","21,335","14,472","15,616","18,792","15,104","42,284","11,009",,"21,733","21,493","29,116","18,752"
2021년12월_계_연령구간인구수,"341,436","8,574","10,362","11,626","11,477","6,327","12,925","11,702","7,736","13,742","13,254","4,005","21,335","14,472","15,616","18,792","15,104","42,284","11,009",,"21,733","21,493","29,116","18,752"
2021년12월_계_0~9세,"23,998",471,903,"1,279",332,199,695,815,236,457,637,167,"2,096",605,776,844,695,"3,385",598,,"1,325","2,266","2,336","2,881"
2021년12월_계_10~19세,"26,205",443,857,731,583,371,863,993,339,766,923,210,"2,320",856,880,"1,279",887,"3,654",612,,"1,425","2,735","2,903","1,575"
2021년12월_계_20~29세,"40,513",951,964,"1,193","1,686",739,"1,488","1,473","1,300","1,707","1,665",570,"2,156","1,835","2,100","2,381","1,845","4,968","1,314",,"2,357","2,268","3,712","1,841"
2021년12월_계_30~39세,"43,183",998,"1,296","2,052","1,327",535,"1,420","1,411","1,186","1,347","1,456",433,"2,570","1,460","1,818","1,780","1,560","5,317","1,304",,"2,620","2,979","3,938","4,376"
2021년12월_계_40~49세,"50,977","1,086","1,789","1,672","1,481",778,"1,840","1,809",971,"1,606","1,848",436,"3,983","1,730","1,985","2,297","1,889","6,647","1,379",,"3,003","4,219","4,842","3,687"
2021년12월_계_50~59세,"56,436","1,432","1,543","1,713","2,187","1,192","2,169","2,097","1,270","2,490","2,237",699,"3,264","2,782","2,807","3,614","2,734","6,781","2,118",,"3,825","2,975","4,741","1,766"
2021년12월_계_60~69세,"53,656","1,500","1,438","1,575","2,103","1,292","2,171","1,647","1,280","2,761","2,371",763,"2,824","2,954","2,842","3,522","2,863","6,513","2,050",,"3,705","2,074","3,805","1,603"
2021년12월_계_70~79세,"30,763","1,038","1,009",943,"1,219",799,"1,475",916,774,"1,717","1,404",466,"1,451","1,532","1,607","2,011","1,784","3,290","1,115",,"2,195","1,332","1,955",731
2021년12월_계_80~89세,"14,073",585,506,426,495,392,718,489,346,821,625,230,580,653,720,970,758,"1,530",464,,"1,133",581,797,254
2021년12월_계_90~99세,"1,592",70,55,40,62,29,86,50,32,68,85,30,88,63,81,91,86,195,54,,143,63,86,35
2021년12월_계_100세 이상,40,0,2,2,2,1,0,2,2,2,3,1,3,2,0,3,3,4,1,,2,1,1,3
2021년12월_남_총인구수,"167,888","4,288","4,907","5,710","5,776","2,989","6,131","5,784","3,873","6,835","6,326","2,133","10,479","7,209","7,850","9,055","7,576","20,702","5,521",,"10,677","10,397","14,387","9,283"
2021년12월_남_연령구간인구수,"167,888","4,288","4,907","5,710","5,776","2,989","6,131","5,784","3,873","6,835","6,326","2,133","10,479","7,209","7,850","9,055","7,576","20,702","5,521",,"10,677","10,397","14,387","9,283"
2021년12월_남_0~9세,"12,248",242,478,659,177,91,370,427,124,268,304,77,"1,041",306,399,425,347,"1,755",301,,653,"1,136","1,193","1,475"
2021년12월_남_10~19세,"13,702",258,464,388,314,198,462,573,190,417,464,119,"1,186",445,462,678,489,"1,927",326,,732,"1,344","1,480",786
2021년12월_남_20~29세,"21,518",518,504,597,862,417,794,782,610,925,873,381,"1,168","1,015","1,144","1,303","1,017","2,609",720,,"1,297","1,135","1,983",864
2021년12월_남_30~39세,"22,967",584,639,"1,047",756,290,733,726,663,769,797,266,"1,270",842,"1,038",949,890,"2,780",720,,"1,401","1,479","2,085","2,243"
2021년12월_남_40~49세,"26,123",593,904,864,816,404,946,865,568,861,921,245,"1,981",932,"1,067","1,165","1,014","3,374",748,,"1,501","2,025","2,366","1,963"
2021년12월_남_50~59세,"27,583",735,742,834,"1,144",562,"1,014","1,043",649,"1,233","1,052",355,"1,595","1,360","1,356","1,673","1,412","3,326","1,029",,"1,819","1,534","2,309",807
2021년12월_남_60~69세,"24,891",712,613,712,972,554,941,796,592,"1,287","1,066",392,"1,349","1,380","1,380","1,598","1,344","2,974",972,,"1,803",919,"1,799",736
2021년12월_남_70~79세,"13,444",423,370,435,528,329,579,378,350,728,588,209,666,693,719,893,793,"1,437",490,,"1,048",593,875,320
2021년12월_남_80~89세,"5,057",214,177,167,186,138,268,181,121,327,236,83,207,222,266,348,252,489,202,,396,215,277,85
2021년12월_남_90~99세,345,9,15,7,20,6,24,13,5,19,24,6,16,14,19,23,17,31,12,,26,17,19,3
2021년12월_남_100세 이상,10,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,1,0,1,1
2021년12월_여_총인구수,"173,548","4,286","5,455","5,916","5,701","3,338","6,794","5,918","3,863","6,907","6,928","1,872","10,856","7,263","7,766","9,737","7,528","21,582","5,488",,"11,056","11,096","14,729","9,469"
2021년12월_여_연령구간인구수,"173,548","4,286","5,455","5,916","5,701","3,338","6,794","5,918","3,863","6,907","6,928","1,872","10,856","7,263","7,766","9,737","7,528","21,582","5,488",,"11,056","11,096","14,729","9,469"
2021년12월_여_0~9세,"11,750",229,425,620,155,108,325,388,112,189,333,90,"1,055",299,377,419,348,"1,630",297,,672,"1,130","1,143","1,406"
2021년12월_여_10~19세,"12,503",185,393,343,269,173,401,420,149,349,459,91,"1,134",411,418,601,398,"1,727",286,,693,"1,391","1,423",789
2021년12월_여_20~29세,"18,995",433,460,596,824,322,694,691,690,782,792,189,988,820,956,"1,078",828,"2,359",594,,"1,060","1,133","1,729",977
2021년12월_여_30~39세,"20,216",414,657,"1,005",571,245,687,685,523,578,659,167,"1,300",618,780,831,670,"2,537",584,,"1,219","1,500","1,853","2,133"
2021년12월_여_40~49세,"24,854",493,885,808,665,374,894,944,403,745,927,191,"2,002",798,918,"1,132",875,"3,273",631,,"1,502","2,194","2,476","1,724"
2021년12월_여_50~59세,"28,853",697,801,879,"1,043",630,"1,155","1,054",621,"1,257","1,185",344,"1,669","1,422","1,451","1,941","1,322","3,455","1,089",,"2,006","1,441","2,432",959
2021년12월_여_60~69세,"28,765",788,825,863,"1,131",738,"1,230",851,688,"1,474","1,305",371,"1,475","1,574","1,462","1,924","1,519","3,539","1,078",,"1,902","1,155","2,006",867
2021년12월_여_70~79세,"17,319",615,639,508,691,470,896,538,424,989,816,257,785,839,888,"1,118",991,"1,853",625,,"1,147",739,"1,080",411
2021년12월_여_80~89세,"9,016",371,329,259,309,254,450,308,225,494,389,147,373,431,454,622,506,"1,041",262,,737,366,520,169
2021년12월_여_90~99세,"1,247",61,40,33,42,23,62,37,27,49,61,24,72,49,62,68,69,164,42,,117,46,67,32
2021년12월_여_100세 이상,30,0,1,2,1,1,0,2,1,1,2,1,3,2,0,3,2,4,0,,1,1,0,2
