카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년07월_계_총인구수,"279,836","6,849","7,752","7,053","2,266","1,544","1,898","2,627","3,062","2,974","3,305","5,246","4,345","4,494","2,588","1,564","3,348","4,799","6,959","22,473","9,347","11,536","38,588","8,481","22,968","14,077","24,929","15,666","6,636","32,462"
2021년07월_계_연령구간인구수,"279,836","6,849","7,752","7,053","2,266","1,544","1,898","2,627","3,062","2,974","3,305","5,246","4,345","4,494","2,588","1,564","3,348","4,799","6,959","22,473","9,347","11,536","38,588","8,481","22,968","14,077","24,929","15,666","6,636","32,462"
2021년07월_계_0~9세,"18,124",335,494,256,61,24,33,65,107,83,164,342,83,165,61,25,91,293,298,"1,577",415,453,"3,571",818,"1,405","1,167","2,090",580,518,"2,550"
2021년07월_계_10~19세,"27,366",572,602,470,125,55,92,132,136,143,163,332,183,267,94,78,116,338,404,"2,172",690,910,"4,340",977,"2,622","1,978","3,298","1,182",642,"4,253"
2021년07월_계_20~29세,"35,593",581,665,645,163,95,120,180,210,132,305,623,270,398,225,87,354,478,882,"2,457","1,365","1,284","4,642",904,"3,248","2,316","3,520","4,167",747,"4,530"
2021년07월_계_30~39세,"27,755",495,723,509,115,65,78,138,196,148,258,467,203,329,148,72,304,474,745,"2,362",877,957,"4,403","1,112","2,303","1,522","2,963","1,455",801,"3,533"
2021년07월_계_40~49세,"40,904",784,"1,015",736,212,126,171,215,306,260,324,579,390,475,238,128,386,712,803,"3,394","1,243","1,413","6,250","1,413","3,488","2,647","4,769","1,649","1,032","5,746"
2021년07월_계_50~59세,"48,408","1,175","1,305","1,305",409,248,337,371,537,476,539,871,722,822,532,230,539,920,"1,117","3,991","1,841","1,857","6,243","1,265","4,382","2,513","4,562","2,241","1,089","5,969"
2021년07월_계_60~69세,"42,006","1,429","1,481","1,427",477,386,472,616,672,745,653,"1,053","1,028",941,559,375,737,873,"1,306","3,603","1,645","2,155","5,087","1,118","3,460","1,073","2,245","2,092",927,"3,371"
2021년07월_계_70~79세,"24,874",882,875,"1,002",405,287,338,524,532,576,516,619,824,591,399,317,550,485,909,"1,934",873,"1,718","2,641",599,"1,357",590,989,"1,453",514,"1,575"
2021년07월_계_80~89세,"12,656",511,502,590,244,215,211,325,323,356,336,316,529,421,269,215,220,200,435,873,355,695,"1,218",241,590,234,429,697,286,820
2021년07월_계_90~99세,"2,076",83,88,105,52,42,45,61,42,52,47,44,109,84,59,35,47,26,58,104,43,92,187,32,111,36,62,139,77,114
2021년07월_계_100세 이상,74,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,6,0,2,6,2,2,1,2,11,3,1
2021년07월_남_총인구수,"139,445","3,362","3,843","3,571","1,121",782,959,"1,315","1,617","1,467","1,673","2,745","2,236","2,327","1,344",771,"1,776","2,556","3,565","11,056","4,744","5,939","18,647","4,206","11,335","6,899","12,169","7,876","3,429","16,115"
2021년07월_남_연령구간인구수,"139,445","3,362","3,843","3,571","1,121",782,959,"1,315","1,617","1,467","1,673","2,745","2,236","2,327","1,344",771,"1,776","2,556","3,565","11,056","4,744","5,939","18,647","4,206","11,335","6,899","12,169","7,876","3,429","16,115"
2021년07월_남_0~9세,"9,324",178,250,139,28,9,20,33,49,33,73,173,54,91,37,13,54,164,161,773,238,236,"1,847",403,731,597,"1,093",299,265,"1,283"
2021년07월_남_10~19세,"14,012",271,296,245,59,37,45,60,84,67,88,165,107,154,51,44,70,161,210,"1,143",378,559,"2,137",523,"1,347","1,030","1,669",556,324,"2,132"
2021년07월_남_20~29세,"19,388",329,363,367,95,50,71,107,125,81,178,405,150,239,140,53,192,263,451,"1,348",722,738,"2,398",488,"1,796","1,212","1,868","2,276",429,"2,454"
2021년07월_남_30~39세,"14,523",255,395,282,68,41,44,91,110,99,159,263,131,173,95,39,192,252,438,"1,234",499,550,"2,125",528,"1,172",756,"1,457",853,442,"1,780"
2021년07월_남_40~49세,"20,911",436,543,414,121,82,115,139,189,153,196,322,266,294,157,81,235,398,461,"1,768",672,788,"3,088",743,"1,660","1,190","2,216",896,540,"2,748"
2021년07월_남_50~59세,"24,677",614,676,722,228,150,196,209,324,266,308,460,393,470,301,124,283,516,618,"1,994",894,961,"2,965",644,"2,103","1,274","2,261","1,114",569,"3,040"
2021년07월_남_60~69세,"20,775",714,730,726,262,193,249,317,375,377,314,539,549,486,291,195,381,469,601,"1,700",812,998,"2,446",528,"1,694",524,"1,068",996,486,"1,755"
2021년07월_남_70~79세,"11,200",383,394,449,174,133,146,236,238,263,255,286,374,279,174,139,262,258,444,809,404,788,"1,177",256,637,230,398,663,259,692
2021년07월_남_80~89세,"4,163",167,175,204,75,78,65,107,115,116,93,116,172,120,86,75,94,72,164,266,117,296,412,86,175,80,124,202,97,214
2021년07월_남_90~99세,458,15,19,21,11,9,8,16,8,12,9,16,39,21,11,8,13,3,17,21,8,23,51,6,20,6,14,20,17,16
2021년07월_남_100세 이상,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년07월_여_총인구수,"140,391","3,487","3,909","3,482","1,145",762,939,"1,312","1,445","1,507","1,632","2,501","2,109","2,167","1,244",793,"1,572","2,243","3,394","11,417","4,603","5,597","19,941","4,275","11,633","7,178","12,760","7,790","3,207","16,347"
2021년07월_여_연령구간인구수,"140,391","3,487","3,909","3,482","1,145",762,939,"1,312","1,445","1,507","1,632","2,501","2,109","2,167","1,244",793,"1,572","2,243","3,394","11,417","4,603","5,597","19,941","4,275","11,633","7,178","12,760","7,790","3,207","16,347"
2021년07월_여_0~9세,"8,800",157,244,117,33,15,13,32,58,50,91,169,29,74,24,12,37,129,137,804,177,217,"1,724",415,674,570,997,281,253,"1,267"
2021년07월_여_10~19세,"13,354",301,306,225,66,18,47,72,52,76,75,167,76,113,43,34,46,177,194,"1,029",312,351,"2,203",454,"1,275",948,"1,629",626,318,"2,121"
2021년07월_여_20~29세,"16,205",252,302,278,68,45,49,73,85,51,127,218,120,159,85,34,162,215,431,"1,109",643,546,"2,244",416,"1,452","1,104","1,652","1,891",318,"2,076"
2021년07월_여_30~39세,"13,232",240,328,227,47,24,34,47,86,49,99,204,72,156,53,33,112,222,307,"1,128",378,407,"2,278",584,"1,131",766,"1,506",602,359,"1,753"
2021년07월_여_40~49세,"19,993",348,472,322,91,44,56,76,117,107,128,257,124,181,81,47,151,314,342,"1,626",571,625,"3,162",670,"1,828","1,457","2,553",753,492,"2,998"
2021년07월_여_50~59세,"23,731",561,629,583,181,98,141,162,213,210,231,411,329,352,231,106,256,404,499,"1,997",947,896,"3,278",621,"2,279","1,239","2,301","1,127",520,"2,929"
2021년07월_여_60~69세,"21,231",715,751,701,215,193,223,299,297,368,339,514,479,455,268,180,356,404,705,"1,903",833,"1,157","2,641",590,"1,766",549,"1,177","1,096",441,"1,616"
2021년07월_여_70~79세,"13,674",499,481,553,231,154,192,288,294,313,261,333,450,312,225,178,288,227,465,"1,125",469,930,"1,464",343,720,360,591,790,255,883
2021년07월_여_80~89세,"8,493",344,327,386,169,137,146,218,208,240,243,200,357,301,183,140,126,128,271,607,238,399,806,155,415,154,305,495,189,606
2021년07월_여_90~99세,"1,618",68,69,84,41,33,37,45,34,40,38,28,70,63,48,27,34,23,41,83,35,69,136,26,91,30,48,119,60,98
2021년07월_여_100세 이상,60,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,6,0,0,5,1,2,1,1,10,2,0
2021년08월_계_총인구수,"279,517","6,825","7,735","7,030","2,271","1,536","1,899","2,626","3,058","2,982","3,313","5,237","4,326","4,479","2,581","1,560","3,330","4,786","6,972","22,388","9,335","11,482","38,613","8,439","22,927","14,061","24,889","15,662","6,605","32,570"
2021년08월_계_연령구간인구수,"279,517","6,825","7,735","7,030","2,271","1,536","1,899","2,626","3,058","2,982","3,313","5,237","4,326","4,479","2,581","1,560","3,330","4,786","6,972","22,388","9,335","11,482","38,613","8,439","22,927","14,061","24,889","15,662","6,605","32,570"
2021년08월_계_0~9세,"17,995",322,481,256,62,23,34,66,108,84,168,340,82,163,62,25,88,286,294,"1,553",419,446,"3,548",812,"1,379","1,163","2,079",571,513,"2,568"
2021년08월_계_10~19세,"27,311",575,610,470,124,55,91,135,136,146,163,331,179,263,91,76,116,334,403,"2,174",686,904,"4,348",963,"2,631","1,963","3,272","1,173",638,"4,261"
2021년08월_계_20~29세,"35,508",583,664,636,163,92,122,176,206,133,309,613,265,398,224,86,352,485,893,"2,440","1,362","1,269","4,613",902,"3,238","2,318","3,519","4,189",737,"4,521"
2021년08월_계_30~39세,"27,638",486,716,501,114,64,79,138,200,147,257,468,199,325,151,75,298,465,745,"2,322",872,942,"4,402","1,098","2,304","1,530","2,930","1,459",789,"3,562"
2021년08월_계_40~49세,"40,740",780,"1,004",728,213,123,172,215,302,259,324,574,389,472,236,128,384,703,795,"3,383","1,243","1,411","6,246","1,399","3,457","2,629","4,756","1,640","1,033","5,742"
2021년08월_계_50~59세,"48,454","1,174","1,308","1,309",412,245,333,368,534,477,537,869,728,820,530,228,530,921,"1,124","3,981","1,832","1,854","6,264","1,269","4,370","2,533","4,580","2,234","1,090","6,000"
2021년08월_계_60~69세,"42,104","1,421","1,488","1,421",478,388,472,614,673,748,657,"1,066","1,019",943,557,375,745,879,"1,309","3,603","1,652","2,149","5,113","1,125","3,481","1,066","2,262","2,079",925,"3,396"
2021년08월_계_70~79세,"24,892",885,874,"1,004",406,288,334,528,533,574,514,613,829,590,397,317,542,484,916,"1,947",871,"1,707","2,651",598,"1,357",590,995,"1,455",512,"1,581"
2021년08월_계_80~89세,"12,715",516,503,593,243,214,214,324,321,358,336,319,525,421,270,213,223,204,432,874,354,705,"1,236",239,599,229,434,714,285,817
2021년08월_계_90~99세,"2,087",81,85,104,53,43,47,62,44,53,48,44,107,83,59,35,48,25,59,106,44,93,186,32,109,39,60,137,80,121
2021년08월_계_100세 이상,73,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,5,0,2,6,2,2,1,2,11,3,1
2021년08월_남_총인구수,"139,265","3,355","3,831","3,559","1,128",780,959,"1,312","1,614","1,469","1,682","2,741","2,224","2,320","1,343",768,"1,771","2,546","3,565","11,005","4,742","5,902","18,660","4,185","11,306","6,885","12,149","7,872","3,426","16,166"
2021년08월_남_연령구간인구수,"139,265","3,355","3,831","3,559","1,128",780,959,"1,312","1,614","1,469","1,682","2,741","2,224","2,320","1,343",768,"1,771","2,546","3,565","11,005","4,742","5,902","18,660","4,185","11,306","6,885","12,149","7,872","3,426","16,166"
2021년08월_남_0~9세,"9,262",172,240,141,28,8,20,34,47,35,76,175,53,87,37,13,51,159,158,770,240,235,"1,841",399,718,595,"1,087",295,263,"1,285"
2021년08월_남_10~19세,"13,977",271,301,244,59,38,44,62,85,68,87,166,102,151,49,42,71,159,209,"1,139",377,549,"2,145",515,"1,346","1,018","1,662",543,327,"2,148"
2021년08월_남_20~29세,"19,357",336,363,361,94,48,72,107,125,80,180,402,152,243,138,54,193,269,450,"1,341",723,731,"2,376",485,"1,788","1,216","1,861","2,288",429,"2,452"
2021년08월_남_30~39세,"14,434",251,390,277,68,40,43,89,112,99,157,259,125,170,97,40,186,247,440,"1,210",492,539,"2,125",526,"1,166",753,"1,442",859,435,"1,797"
2021년08월_남_40~49세,"20,797",432,535,412,123,82,116,138,184,152,199,316,264,290,156,81,237,392,454,"1,757",680,786,"3,088",727,"1,649","1,184","2,211",890,540,"2,722"
2021년08월_남_50~59세,"24,726",616,676,722,232,148,195,209,325,263,307,463,399,471,302,124,278,513,624,"1,985",893,964,"2,970",652,"2,090","1,280","2,269","1,116",573,"3,067"
2021년08월_남_60~69세,"20,837",711,734,724,264,192,249,315,371,381,317,544,544,487,291,193,385,474,605,"1,701",811,997,"2,461",530,"1,709",524,"1,078",989,486,"1,770"
2021년08월_남_70~79세,"11,211",381,395,451,174,137,147,235,242,263,256,284,375,279,174,139,259,256,446,819,400,773,"1,183",259,639,230,403,662,257,693
2021년08월_남_80~89세,"4,191",170,177,205,74,78,65,107,115,117,94,116,170,120,87,74,98,74,162,261,117,303,419,85,181,79,123,209,98,213
2021년08월_남_90~99세,459,15,18,20,12,9,8,16,8,11,9,16,39,22,11,8,13,3,17,22,9,23,51,6,20,6,12,20,17,18
2021년08월_남_100세 이상,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년08월_여_총인구수,"140,252","3,470","3,904","3,471","1,143",756,940,"1,314","1,444","1,513","1,631","2,496","2,102","2,159","1,238",792,"1,559","2,240","3,407","11,383","4,593","5,580","19,953","4,254","11,621","7,176","12,740","7,790","3,179","16,404"
2021년08월_여_연령구간인구수,"140,252","3,470","3,904","3,471","1,143",756,940,"1,314","1,444","1,513","1,631","2,496","2,102","2,159","1,238",792,"1,559","2,240","3,407","11,383","4,593","5,580","19,953","4,254","11,621","7,176","12,740","7,790","3,179","16,404"
2021년08월_여_0~9세,"8,733",150,241,115,34,15,14,32,61,49,92,165,29,76,25,12,37,127,136,783,179,211,"1,707",413,661,568,992,276,250,"1,283"
2021년08월_여_10~19세,"13,334",304,309,226,65,17,47,73,51,78,76,165,77,112,42,34,45,175,194,"1,035",309,355,"2,203",448,"1,285",945,"1,610",630,311,"2,113"
2021년08월_여_20~29세,"16,151",247,301,275,69,44,50,69,81,53,129,211,113,155,86,32,159,216,443,"1,099",639,538,"2,237",417,"1,450","1,102","1,658","1,901",308,"2,069"
2021년08월_여_30~39세,"13,204",235,326,224,46,24,36,49,88,48,100,209,74,155,54,35,112,218,305,"1,112",380,403,"2,277",572,"1,138",777,"1,488",600,354,"1,765"
2021년08월_여_40~49세,"19,943",348,469,316,90,41,56,77,118,107,125,258,125,182,80,47,147,311,341,"1,626",563,625,"3,158",672,"1,808","1,445","2,545",750,493,"3,020"
2021년08월_여_50~59세,"23,728",558,632,587,180,97,138,159,209,214,230,406,329,349,228,104,252,408,500,"1,996",939,890,"3,294",617,"2,280","1,253","2,311","1,118",517,"2,933"
2021년08월_여_60~69세,"21,267",710,754,697,214,196,223,299,302,367,340,522,475,456,266,182,360,405,704,"1,902",841,"1,152","2,652",595,"1,772",542,"1,184","1,090",439,"1,626"
2021년08월_여_70~79세,"13,681",504,479,553,232,151,187,293,291,311,258,329,454,311,223,178,283,228,470,"1,128",471,934,"1,468",339,718,360,592,793,255,888
2021년08월_여_80~89세,"8,524",346,326,388,169,136,149,217,206,241,242,203,355,301,183,139,125,130,270,613,237,402,817,154,418,150,311,505,187,604
2021년08월_여_90~99세,"1,628",66,67,84,41,34,39,46,36,42,39,28,68,61,48,27,35,22,42,84,35,70,135,26,89,33,48,117,63,103
2021년08월_여_100세 이상,59,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,5,0,0,5,1,2,1,1,10,2,0
2021년09월_계_총인구수,"279,207","6,799","7,726","7,033","2,273","1,518","1,911","2,628","3,036","2,965","3,305","5,239","4,317","4,454","2,591","1,554","3,309","4,749","6,948","22,370","9,310","11,475","38,682","8,401","22,907","14,065","24,798","15,725","6,579","32,540"
2021년09월_계_연령구간인구수,"279,207","6,799","7,726","7,033","2,273","1,518","1,911","2,628","3,036","2,965","3,305","5,239","4,317","4,454","2,591","1,554","3,309","4,749","6,948","22,370","9,310","11,475","38,682","8,401","22,907","14,065","24,798","15,725","6,579","32,540"
2021년09월_계_0~9세,"17,883",320,482,257,59,18,35,66,108,78,169,338,83,160,60,25,87,288,283,"1,550",414,442,"3,525",810,"1,382","1,164","2,049",576,509,"2,546"
2021년09월_계_10~19세,"27,240",565,605,469,125,57,95,135,134,144,156,334,178,259,96,76,112,326,398,"2,160",679,898,"4,384",956,"2,630","1,959","3,253","1,164",639,"4,254"
2021년09월_계_20~29세,"35,394",577,658,627,166,88,121,174,204,137,302,603,263,400,221,84,360,467,887,"2,424","1,351","1,268","4,606",897,"3,221","2,305","3,508","4,233",732,"4,510"
2021년09월_계_30~39세,"27,563",486,712,503,113,62,74,140,193,142,261,481,198,317,154,74,297,466,749,"2,329",875,940,"4,378","1,082","2,297","1,530","2,909","1,473",786,"3,542"
2021년09월_계_40~49세,"40,623",776,999,728,212,120,174,213,301,253,324,570,383,477,235,127,378,690,789,"3,364","1,240","1,410","6,284","1,391","3,447","2,611","4,714","1,648","1,031","5,734"
2021년09월_계_50~59세,"48,476","1,171","1,314","1,306",410,241,341,366,526,480,532,860,724,809,530,230,524,916,"1,115","3,985","1,822","1,849","6,283","1,268","4,371","2,562","4,602","2,222","1,089","6,028"
2021년09월_계_60~69세,"42,194","1,412","1,492","1,435",480,388,475,618,673,743,660,"1,072","1,029",938,564,373,741,882,"1,316","3,608","1,652","2,150","5,135","1,120","3,481","1,075","2,269","2,089",915,"3,409"
2021년09월_계_70~79세,"24,894",892,871,994,405,287,335,526,530,572,517,613,823,587,395,317,538,485,913,"1,951",870,"1,714","2,651",600,"1,370",586,"1,006","1,456",510,"1,580"
2021년09월_계_80~89세,"12,782",517,507,602,246,214,214,329,323,359,337,324,526,422,272,211,221,205,436,882,362,709,"1,244",243,597,231,432,715,284,818
2021년09월_계_90~99세,"2,086",81,84,104,54,42,46,61,43,54,47,44,106,84,60,35,47,24,60,112,45,92,187,32,109,41,54,139,81,118
2021년09월_계_100세 이상,72,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,5,0,3,5,2,2,1,2,10,3,1
2021년09월_남_총인구수,"139,079","3,336","3,827","3,550","1,131",769,966,"1,315","1,603","1,464","1,676","2,740","2,220","2,306","1,354",764,"1,759","2,523","3,566","10,992","4,733","5,897","18,687","4,164","11,294","6,878","12,117","7,901","3,405","16,142"
2021년09월_남_연령구간인구수,"139,079","3,336","3,827","3,550","1,131",769,966,"1,315","1,603","1,464","1,676","2,740","2,220","2,306","1,354",764,"1,759","2,523","3,566","10,992","4,733","5,897","18,687","4,164","11,294","6,878","12,117","7,901","3,405","16,142"
2021년09월_남_0~9세,"9,185",168,241,141,27,4,21,33,47,31,76,174,54,84,37,13,51,159,156,770,239,229,"1,828",396,712,591,"1,077",295,261,"1,270"
2021년09월_남_10~19세,"13,971",267,300,245,59,40,46,62,85,68,82,167,103,149,56,42,69,154,211,"1,132",376,550,"2,167",509,"1,349","1,018","1,654",541,324,"2,146"
2021년09월_남_20~29세,"19,265",330,356,353,96,46,71,106,123,85,175,398,149,247,135,52,196,263,445,"1,334",715,733,"2,367",480,"1,776","1,203","1,863","2,299",423,"2,446"
2021년09월_남_30~39세,"14,391",254,389,280,68,39,41,89,107,96,161,266,126,167,99,39,186,243,445,"1,215",492,530,"2,103",520,"1,170",756,"1,429",870,434,"1,777"
2021년09월_남_40~49세,"20,729",428,534,406,121,81,116,136,185,150,200,313,258,292,157,82,231,386,449,"1,743",679,785,"3,105",724,"1,645","1,172","2,197",892,537,"2,725"
2021년09월_남_50~59세,"24,728",614,678,717,232,144,199,208,321,265,304,458,399,464,303,125,273,509,625,"1,989",890,967,"2,976",647,"2,089","1,295","2,273","1,114",572,"3,078"
2021년09월_남_60~69세,"20,892",704,739,731,267,193,252,322,371,377,319,546,549,485,293,190,385,473,611,"1,702",813,996,"2,475",532,"1,704",527,"1,081",999,481,"1,775"
2021년09월_남_70~79세,"11,213",385,394,444,174,136,147,235,241,259,256,283,373,277,176,140,259,257,441,819,397,774,"1,187",263,647,227,411,659,255,697
2021년09월_남_80~89세,"4,235",171,177,211,75,77,65,109,115,122,95,119,171,119,86,74,96,76,165,265,123,307,426,86,182,82,121,210,100,210
2021년09월_남_90~99세,456,15,17,20,12,9,8,15,8,11,8,16,37,22,11,7,13,3,18,23,9,24,52,6,20,7,10,21,17,17
2021년09월_남_100세 이상,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년09월_여_총인구수,"140,128","3,463","3,899","3,483","1,142",749,945,"1,313","1,433","1,501","1,629","2,499","2,097","2,148","1,237",790,"1,550","2,226","3,382","11,378","4,577","5,578","19,995","4,237","11,613","7,187","12,681","7,824","3,174","16,398"
2021년09월_여_연령구간인구수,"140,128","3,463","3,899","3,483","1,142",749,945,"1,313","1,433","1,501","1,629","2,499","2,097","2,148","1,237",790,"1,550","2,226","3,382","11,378","4,577","5,578","19,995","4,237","11,613","7,187","12,681","7,824","3,174","16,398"
2021년09월_여_0~9세,"8,698",152,241,116,32,14,14,33,61,47,93,164,29,76,23,12,36,129,127,780,175,213,"1,697",414,670,573,972,281,248,"1,276"
2021년09월_여_10~19세,"13,269",298,305,224,66,17,49,73,49,76,74,167,75,110,40,34,43,172,187,"1,028",303,348,"2,217",447,"1,281",941,"1,599",623,315,"2,108"
2021년09월_여_20~29세,"16,129",247,302,274,70,42,50,68,81,52,127,205,114,153,86,32,164,204,442,"1,090",636,535,"2,239",417,"1,445","1,102","1,645","1,934",309,"2,064"
2021년09월_여_30~39세,"13,172",232,323,223,45,23,33,51,86,46,100,215,72,150,55,35,111,223,304,"1,114",383,410,"2,275",562,"1,127",774,"1,480",603,352,"1,765"
2021년09월_여_40~49세,"19,894",348,465,322,91,39,58,77,116,103,124,257,125,185,78,45,147,304,340,"1,621",561,625,"3,179",667,"1,802","1,439","2,517",756,494,"3,009"
2021년09월_여_50~59세,"23,748",557,636,589,178,97,142,158,205,215,228,402,325,345,227,105,251,407,490,"1,996",932,882,"3,307",621,"2,282","1,267","2,329","1,108",517,"2,950"
2021년09월_여_60~69세,"21,302",708,753,704,213,195,223,296,302,366,341,526,480,453,271,183,356,409,705,"1,906",839,"1,154","2,660",588,"1,777",548,"1,188","1,090",434,"1,634"
2021년09월_여_70~79세,"13,681",507,477,550,231,151,188,291,289,313,261,330,450,310,219,177,279,228,472,"1,132",473,940,"1,464",337,723,359,595,797,255,883
2021년09월_여_80~89세,"8,547",346,330,391,171,137,149,220,208,237,242,205,355,303,186,137,125,129,271,617,239,402,818,157,415,149,311,505,184,608
2021년09월_여_90~99세,"1,630",66,67,84,42,33,38,46,35,43,39,28,69,62,49,28,34,21,42,89,36,68,135,26,89,34,44,118,64,101
2021년09월_여_100세 이상,58,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,5,0,1,4,1,2,1,1,9,2,0
2021년10월_계_총인구수,"278,798","6,752","7,733","6,997","2,273","1,519","1,907","2,626","3,015","2,968","3,293","5,224","4,312","4,430","2,581","1,546","3,245","4,712","6,916","22,329","9,267","11,408","38,798","8,519","22,855","14,064","24,734","15,646","6,569","32,560"
2021년10월_계_연령구간인구수,"278,798","6,752","7,733","6,997","2,273","1,519","1,907","2,626","3,015","2,968","3,293","5,224","4,312","4,430","2,581","1,546","3,245","4,712","6,916","22,329","9,267","11,408","38,798","8,519","22,855","14,064","24,734","15,646","6,569","32,560"
2021년10월_계_0~9세,"17,763",313,478,256,55,18,35,66,104,78,167,333,89,159,59,25,82,281,283,"1,547",417,429,"3,515",813,"1,358","1,161","2,031",558,499,"2,554"
2021년10월_계_10~19세,"27,165",567,607,459,123,58,92,134,132,146,157,334,172,257,93,74,113,326,397,"2,173",667,878,"4,417",957,"2,640","1,942","3,243","1,141",637,"4,229"
2021년10월_계_20~29세,"35,270",567,649,625,169,88,123,173,205,136,299,603,271,389,217,82,358,459,872,"2,396","1,343","1,256","4,610",918,"3,207","2,305","3,472","4,245",738,"4,495"
2021년10월_계_30~39세,"27,517",482,710,496,112,62,75,140,190,139,259,471,200,315,159,74,294,458,756,"2,317",872,939,"4,374","1,129","2,279","1,521","2,902","1,461",778,"3,553"
2021년10월_계_40~49세,"40,446",761,996,717,213,122,171,210,294,256,315,572,375,474,229,124,366,678,779,"3,345","1,235","1,401","6,303","1,407","3,438","2,603","4,686","1,636","1,034","5,706"
2021년10월_계_50~59세,"48,566","1,162","1,323","1,293",412,241,342,369,527,472,530,853,728,813,532,233,519,916,"1,111","3,990","1,799","1,854","6,325","1,285","4,360","2,573","4,618","2,218","1,091","6,077"
2021년10월_계_60~69세,"42,231","1,423","1,500","1,446",481,389,470,619,667,749,667,"1,070","1,024",929,566,371,725,884,"1,308","3,609","1,656","2,132","5,150","1,121","3,493","1,089","2,278","2,074",914,"3,427"
2021년10월_계_70~79세,"24,916",889,876,992,406,285,340,519,528,571,516,618,820,592,396,317,528,484,918,"1,947",869,"1,711","2,668",609,"1,373",587,"1,011","1,455",514,"1,577"
2021년10월_계_80~89세,"12,786",508,511,604,245,212,211,334,324,364,333,324,523,420,269,210,214,205,433,888,361,714,"1,243",249,592,239,437,716,280,823
2021년10월_계_90~99세,"2,091",78,82,105,55,43,48,62,43,55,50,46,106,81,59,34,44,21,59,113,48,93,188,31,113,43,54,138,81,118
2021년10월_계_100세 이상,47,2,1,4,2,1,0,0,1,2,0,0,4,1,2,2,2,0,0,4,0,1,5,0,2,1,2,4,3,1
2021년10월_남_총인구수,"138,850","3,311","3,827","3,534","1,134",772,959,"1,314","1,587","1,467","1,671","2,731","2,217","2,288","1,343",759,"1,738","2,506","3,548","10,970","4,706","5,852","18,749","4,224","11,268","6,885","12,081","7,860","3,400","16,149"
2021년10월_남_연령구간인구수,"138,850","3,311","3,827","3,534","1,134",772,959,"1,314","1,587","1,467","1,671","2,731","2,217","2,288","1,343",759,"1,738","2,506","3,548","10,970","4,706","5,852","18,749","4,224","11,268","6,885","12,081","7,860","3,400","16,149"
2021년10월_남_0~9세,"9,117",166,238,141,24,4,21,33,43,32,78,174,57,84,36,13,48,158,158,768,243,217,"1,819",394,699,589,"1,067",287,257,"1,269"
2021년10월_남_10~19세,"13,929",267,301,239,57,40,44,63,83,69,82,165,100,148,53,41,69,153,209,"1,140",367,538,"2,181",510,"1,358","1,012","1,650",530,323,"2,137"
2021년10월_남_20~29세,"19,176",325,354,350,100,46,70,104,125,85,170,397,154,239,133,51,194,258,433,"1,324",715,722,"2,374",490,"1,757","1,205","1,837","2,301",424,"2,439"
2021년10월_남_30~39세,"14,393",250,389,278,68,39,42,88,105,91,160,260,126,168,100,39,180,239,450,"1,206",488,535,"2,102",554,"1,168",753,"1,432",861,432,"1,790"
2021년10월_남_40~49세,"20,645",421,529,400,121,83,113,135,184,153,199,313,253,287,153,80,223,378,442,"1,733",679,783,"3,121",730,"1,643","1,166","2,191",887,539,"2,706"
2021년10월_남_50~59세,"24,761",612,680,711,232,144,200,212,319,260,300,455,403,464,303,127,280,513,621,"1,992",871,968,"2,999",650,"2,079","1,301","2,281","1,112",571,"3,101"
2021년10월_남_60~69세,"20,898",707,743,737,269,194,247,320,366,381,326,547,544,480,295,186,381,473,611,"1,703",813,986,"2,475",537,"1,712",537,"1,076",990,482,"1,780"
2021년10월_남_70~79세,"11,231",384,396,442,178,136,150,234,237,260,254,285,372,279,176,142,256,256,446,813,397,773,"1,196",264,647,231,417,657,258,695
2021년10월_남_80~89세,"4,242",166,179,213,73,76,64,110,117,125,94,119,170,118,85,73,94,75,162,268,124,307,428,89,185,84,120,212,96,216
