카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동,경상북도 경주시 문무대왕면
2021년11월_여_40~49세,"17,180",213,"1,514",401,"1,227",,281,170,79,112,"1,937",282,284,279,311,789,214,"1,271",344,"2,225","2,670","1,746",613,90,128
2021년11월_여_50~59세,"22,510",415,"2,340",746,"2,037",,551,385,256,213,"1,830",535,465,420,553,"1,140",340,"1,397",472,"2,113","2,789","2,282",810,146,275
2021년11월_여_60~69세,"21,813",640,"2,307","1,053","1,932",,700,539,493,386,"1,338",662,541,565,773,"1,520",515,953,590,"1,276","1,628","1,839",949,200,414
2021년11월_여_70~79세,"13,823",561,"1,627",808,"1,076",,387,434,338,375,649,493,373,428,583,"1,048",450,569,435,571,709,868,577,136,328
2021년11월_여_80~89세,"9,186",360,"1,153",592,810,,282,405,262,244,438,396,270,218,301,441,351,327,286,354,422,467,415,87,305
2021년11월_여_90~99세,"1,504",63,157,85,151,,61,66,37,36,77,61,37,30,45,76,47,58,51,64,85,70,75,16,56
2021년11월_여_100세 이상,48,3,6,0,4,,3,1,0,1,1,2,1,0,2,2,2,1,4,4,1,3,3,1,3
2021년12월_계_총인구수,"251,889","5,391","24,083","9,233","22,159",,"6,277","4,684","3,230","3,116","21,699","6,078","5,677","5,096","6,307","13,647","4,485","14,685","5,836","24,072","28,310","22,161","9,725","1,724","4,214"
2021년12월_계_연령구간인구수,"251,889","5,391","24,083","9,233","22,159",,"6,277","4,684","3,230","3,116","21,699","6,078","5,677","5,096","6,307","13,647","4,485","14,685","5,836","24,072","28,310","22,161","9,725","1,724","4,214"
2021년12월_계_0~9세,"15,375",136,"1,000",305,"1,359",,258,91,43,54,"2,294",169,262,170,152,391,78,"1,065",352,"2,852","2,370","1,108",614,52,200
2021년12월_계_10~19세,"20,189",222,"1,932",493,"1,186",,321,195,82,119,"2,385",295,307,283,304,773,181,"1,596",347,"2,644","3,517","2,163",587,78,179
2021년12월_계_20~29세,"25,692",330,"2,138",667,"2,091",,558,265,132,163,"2,239",459,491,514,583,"1,944",324,"1,893",448,"2,565","3,658","2,851",789,157,433
2021년12월_계_30~39세,"24,522",324,"1,632",635,"2,681",,492,238,110,137,"2,815",318,548,455,507,"1,203",257,"1,390",476,"3,383","3,117","2,151","1,089",116,448
2021년12월_계_40~49세,"35,744",583,"3,136",966,"2,975",,684,398,189,269,"3,754",671,680,617,703,"1,703",466,"2,457",752,"4,420","4,964","3,474","1,336",197,350
2021년12월_계_50~59세,"46,590",980,"4,850","1,604","4,422",,"1,304",857,548,522,"3,691","1,215","1,058",844,"1,142","2,313",775,"2,827","1,007","4,062","5,452","4,433","1,699",321,664
2021년12월_계_60~69세,"43,321","1,262","4,562","2,100","4,096",,"1,421","1,150","1,034",773,"2,584","1,383","1,156","1,065","1,418","2,680","1,040","1,885","1,162","2,565","3,275","3,590","1,851",410,859
2021년12월_계_70~79세,"25,011",934,"2,932","1,474","2,062",,741,819,641,648,"1,212",916,719,764,980,"1,837",779,991,792,"1,004","1,259","1,612","1,055",252,588
2021년12월_계_80~89세,"13,521",535,"1,697",880,"1,102",,415,584,403,386,641,566,405,347,456,710,520,511,430,493,600,680,613,123,424
2021년12월_계_90~99세,"1,875",81,198,108,182,,80,86,48,44,82,83,50,37,60,91,63,69,66,81,98,95,89,17,67
2021년12월_계_100세 이상,49,4,6,1,3,,3,1,0,1,2,3,1,0,2,2,2,1,4,3,0,4,3,1,2
2021년12월_남_총인구수,"126,024","2,698","11,879","4,696","11,688",,"3,338","2,358","1,597","1,555","10,669","3,082","2,963","2,514","3,048","6,785","2,214","7,382","2,873","11,871","13,895","11,079","4,781",853,"2,206"
2021년12월_남_연령구간인구수,"126,024","2,698","11,879","4,696","11,688",,"3,338","2,358","1,597","1,555","10,669","3,082","2,963","2,514","3,048","6,785","2,214","7,382","2,873","11,871","13,895","11,079","4,781",853,"2,206"
2021년12월_남_0~9세,"7,861",75,525,161,698,,128,48,27,22,"1,199",81,128,80,69,221,40,548,176,"1,439","1,200",553,305,25,113
2021년12월_남_10~19세,"10,505",114,976,278,637,,165,95,41,83,"1,194",147,151,161,161,404,90,853,186,"1,340","1,851","1,131",298,37,112
2021년12월_남_20~29세,"14,500",204,"1,197",414,"1,196",,372,168,79,97,"1,206",270,279,276,327,"1,125",193,"1,062",257,"1,422","1,985","1,590",419,82,280
2021년12월_남_30~39세,"13,120",183,889,385,"1,556",,292,145,53,75,"1,379",186,319,266,297,712,156,747,232,"1,649","1,515","1,197",564,71,252
2021년12월_남_40~49세,"18,599",365,"1,633",569,"1,750",,402,231,110,159,"1,828",388,382,339,390,919,255,"1,189",404,"2,194","2,303","1,731",731,107,220
2021년12월_남_50~59세,"24,106",567,"2,513",864,"2,393",,752,475,294,312,"1,844",677,598,425,586,"1,176",436,"1,431",536,"1,954","2,661","2,165",880,172,395
2021년12월_남_60~69세,"21,458",621,"2,267","1,043","2,144",,723,616,542,381,"1,252",718,614,498,649,"1,155",525,933,566,"1,284","1,636","1,742",900,206,443
2021년12월_남_70~79세,"11,190",375,"1,293",672,975,,352,385,301,280,559,422,345,337,399,799,334,429,358,435,549,732,478,116,265
2021년12월_남_80~89세,"4,317",175,547,285,308,,135,176,139,138,201,173,134,126,154,260,169,180,143,136,179,214,192,37,116
2021년12월_남_90~99세,364,18,38,24,31,,17,19,11,8,7,20,13,6,16,14,16,10,15,18,16,24,14,0,9
2021년12월_남_100세 이상,4,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년12월_여_총인구수,"125,865","2,693","12,204","4,537","10,471",,"2,939","2,326","1,633","1,561","11,030","2,996","2,714","2,582","3,259","6,862","2,271","7,303","2,963","12,201","14,415","11,082","4,944",871,"2,008"
2021년12월_여_연령구간인구수,"125,865","2,693","12,204","4,537","10,471",,"2,939","2,326","1,633","1,561","11,030","2,996","2,714","2,582","3,259","6,862","2,271","7,303","2,963","12,201","14,415","11,082","4,944",871,"2,008"
2021년12월_여_0~9세,"7,514",61,475,144,661,,130,43,16,32,"1,095",88,134,90,83,170,38,517,176,"1,413","1,170",555,309,27,87
2021년12월_여_10~19세,"9,684",108,956,215,549,,156,100,41,36,"1,191",148,156,122,143,369,91,743,161,"1,304","1,666","1,032",289,41,67
2021년12월_여_20~29세,"11,192",126,941,253,895,,186,97,53,66,"1,033",189,212,238,256,819,131,831,191,"1,143","1,673","1,261",370,75,153
2021년12월_여_30~39세,"11,402",141,743,250,"1,125",,200,93,57,62,"1,436",132,229,189,210,491,101,643,244,"1,734","1,602",954,525,45,196
2021년12월_여_40~49세,"17,145",218,"1,503",397,"1,225",,282,167,79,110,"1,926",283,298,278,313,784,211,"1,268",348,"2,226","2,661","1,743",605,90,130
2021년12월_여_50~59세,"22,484",413,"2,337",740,"2,029",,552,382,254,210,"1,847",538,460,419,556,"1,137",339,"1,396",471,"2,108","2,791","2,268",819,149,269
2021년12월_여_60~69세,"21,863",641,"2,295","1,057","1,952",,698,534,492,392,"1,332",665,542,567,769,"1,525",515,952,596,"1,281","1,639","1,848",951,204,416
2021년12월_여_70~79세,"13,821",559,"1,639",802,"1,087",,389,434,340,368,653,494,374,427,581,"1,038",445,562,434,569,710,880,577,136,323
2021년12월_여_80~89세,"9,204",360,"1,150",595,794,,280,408,264,248,440,393,271,221,302,450,351,331,287,357,421,466,421,86,308
2021년12월_여_90~99세,"1,511",63,160,84,151,,63,67,37,36,75,63,37,31,44,77,47,59,51,63,82,71,75,17,58
2021년12월_여_100세 이상,45,3,5,0,3,,3,1,0,1,2,3,1,0,2,2,2,1,4,3,0,4,3,1,1
