카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2021년12월_계_10~19세,"44,170","1,102","3,886",55,50,101,139,,188,"2,384",,,"3,318",107,"4,962","1,538","1,825",162,211,"1,099",,,356,"3,657","2,486","5,886","1,043","6,664","2,529",225,197
2021년12월_계_20~29세,"54,463","1,344","4,501",90,96,127,275,,221,"3,204",,,"3,621",214,"5,081","1,835","2,585",574,375,"1,753",,,615,"4,680","2,353","7,084","4,274","5,853","2,315",686,707
2021년12월_계_30~39세,"62,965","1,189","4,818",70,67,99,201,,155,"3,297",,,"3,259",140,"4,799","1,560","1,623",516,530,"2,739",,,643,"4,317","2,840","8,174","4,405","8,146","7,626","1,047",705
2021년12월_계_40~49세,"72,728","1,868","5,836",121,130,173,376,,331,"3,857",,,"4,817",262,"7,301","2,282","2,552",435,419,"2,196",,,744,"5,962","3,871","9,539","2,796","10,312","4,875",739,934
2021년12월_계_50~59세,"70,065","2,880","7,920",348,320,386,783,,582,"4,393",,,"5,945",444,"7,125","2,976","3,777",593,602,"2,203",,,812,"6,114","3,223","7,144","1,842","5,585","2,124",625,"1,319"
2021년12월_계_60~69세,"43,315","2,828","4,816",498,443,524,935,,680,"3,501",,,"3,989",547,"4,205","1,981","2,437",495,412,"1,089",,,508,"2,408","1,337","3,767",941,"2,132","1,119",389,"1,334"
2021년12월_계_70~79세,"16,494","1,473","1,675",306,276,365,661,,459,"1,243",,,"1,302",238,"1,238",740,720,246,181,301,,,230,756,418,"1,375",327,823,396,90,655
2021년12월_계_80~89세,"8,411",949,994,250,256,316,494,,311,447,,,605,114,545,277,248,78,94,114,,,83,351,195,607,120,396,282,23,262
2021년12월_계_90~99세,"1,248",170,166,49,37,44,73,,42,39,,,70,15,79,27,30,11,10,17,,,10,57,33,90,24,55,50,5,45
2021년12월_계_100세 이상,30,6,4,0,1,0,3,,2,0,,,0,2,1,1,1,0,1,0,,,1,1,1,1,1,2,1,0,0
2021년12월_남_총인구수,"212,021","7,231","19,296",908,870,"1,111","2,094",,"1,549","11,859",,,"14,220","1,112","19,732","7,009","8,319","1,825","1,685","6,885",,,"2,310","16,149","9,814","24,935","9,071","24,154","14,027","2,446","3,410"
2021년12월_남_연령구간인구수,"212,021","7,231","19,296",908,870,"1,111","2,094",,"1,549","11,859",,,"14,220","1,112","19,732","7,009","8,319","1,825","1,685","6,885",,,"2,310","16,149","9,814","24,935","9,071","24,154","14,027","2,446","3,410"
2021년12월_남_0~9세,"19,886",422,"1,854",20,5,17,28,,45,857,,,"1,155",34,"1,815",498,403,72,137,831,,,149,"1,344","1,033","2,332",422,"3,230","2,810",317,56
2021년12월_남_10~19세,"22,962",540,"2,074",27,23,59,65,,92,"1,201",,,"1,620",53,"2,620",829,"1,002",82,125,550,,,178,"1,880","1,335","3,081",547,"3,455","1,308",110,106
2021년12월_남_20~29세,"30,590",827,"2,574",55,63,81,170,,134,"1,708",,,"2,049",133,"2,788","1,033","1,491",378,212,972,,,356,"2,674","1,353","3,912","2,231","3,407","1,154",423,412
2021년12월_남_30~39세,"33,673",621,"2,448",41,44,66,138,,86,"1,784",,,"1,672",90,"2,416",794,881,329,317,"1,534",,,407,"2,386","1,464","4,402","2,622","4,153","3,968",590,420
2021년12월_남_40~49세,"36,717",965,"2,805",76,88,109,240,,183,"1,840",,,"2,229",143,"3,569","1,010","1,118",249,239,"1,144",,,405,"2,887","1,918","4,865","1,583","5,346","2,733",435,538
2021년12월_남_50~59세,"35,701","1,435","3,885",206,183,238,463,,325,"2,057",,,"2,752",231,"3,556","1,412","1,779",327,326,"1,097",,,409,"3,253","1,742","3,717","1,018","3,034","1,159",319,778
2021년12월_남_60~69세,"22,246","1,443","2,591",263,238,265,518,,360,"1,668",,,"1,964",281,"2,205",978,"1,235",251,216,566,,,261,"1,277",734,"1,860",460,"1,074",621,208,709
2021년12월_남_70~79세,"7,360",657,743,134,139,161,277,,215,584,,,569,113,569,361,331,103,80,153,,,113,334,168,569,150,327,184,37,289
2021년12월_남_80~89세,"2,647",299,288,73,82,103,175,,102,155,,,194,33,183,90,72,33,31,35,,,30,103,62,178,34,116,76,7,93
2021년12월_남_90~99세,237,22,33,13,5,12,20,,7,5,,,16,1,11,4,7,1,2,3,,,2,10,5,19,4,12,14,0,9
2021년12월_남_100세 이상,2,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0
2021년12월_여_총인구수,"200,560","7,392","18,866",921,817,"1,056","1,903",,"1,488","12,228",,,"14,903","1,039","19,161","7,165","8,264","1,429","1,419","6,256",,,"1,969","14,848","8,958","23,122","7,538","22,108","12,875","1,969","2,866"
2021년12월_여_연령구간인구수,"200,560","7,392","18,866",921,817,"1,056","1,903",,"1,488","12,228",,,"14,903","1,039","19,161","7,165","8,264","1,429","1,419","6,256",,,"1,969","14,848","8,958","23,122","7,538","22,108","12,875","1,969","2,866"
2021년12월_여_0~9세,"18,806",392,"1,692",22,6,15,29,,21,865,,,"1,042",34,"1,742",459,382,72,132,799,,,128,"1,350",982,"2,058",414,"3,064","2,775",269,62
2021년12월_여_10~19세,"21,208",562,"1,812",28,27,42,74,,96,"1,183",,,"1,698",54,"2,342",709,823,80,86,549,,,178,"1,777","1,151","2,805",496,"3,209","1,221",115,91
2021년12월_여_20~29세,"23,873",517,"1,927",35,33,46,105,,87,"1,496",,,"1,572",81,"2,293",802,"1,094",196,163,781,,,259,"2,006","1,000","3,172","2,043","2,446","1,161",263,295
2021년12월_여_30~39세,"29,292",568,"2,370",29,23,33,63,,69,"1,513",,,"1,587",50,"2,383",766,742,187,213,"1,205",,,236,"1,931","1,376","3,772","1,783","3,993","3,658",457,285
2021년12월_여_40~49세,"36,011",903,"3,031",45,42,64,136,,148,"2,017",,,"2,588",119,"3,732","1,272","1,434",186,180,"1,052",,,339,"3,075","1,953","4,674","1,213","4,966","2,142",304,396
2021년12월_여_50~59세,"34,364","1,445","4,035",142,137,148,320,,257,"2,336",,,"3,193",213,"3,569","1,564","1,998",266,276,"1,106",,,403,"2,861","1,481","3,427",824,"2,551",965,306,541
2021년12월_여_60~69세,"21,069","1,385","2,225",235,205,259,417,,320,"1,833",,,"2,025",266,"2,000","1,003","1,202",244,196,523,,,247,"1,131",603,"1,907",481,"1,058",498,181,625
2021년12월_여_70~79세,"9,134",816,932,172,137,204,384,,244,659,,,733,125,669,379,389,143,101,148,,,117,422,250,806,177,496,212,53,366
2021년12월_여_80~89세,"5,764",650,706,177,174,213,319,,209,292,,,411,81,362,187,176,45,63,79,,,53,248,133,429,86,280,206,16,169
2021년12월_여_90~99세,"1,011",148,133,36,32,32,53,,35,34,,,54,14,68,23,23,10,8,14,,,8,47,28,71,20,43,36,5,36
2021년12월_여_100세 이상,28,6,3,0,1,0,3,,2,0,,,0,2,1,1,1,0,1,0,,,1,0,1,1,1,2,1,0,0
