카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021년04월_남_60~69세,"33,622","16,392","1,564",514,569,515,420,278,610,288,600,403,752,797,"1,242","1,327","1,711","2,676","2,126","17,230","1,980","1,353","1,245",858,"1,241","1,313",951,"1,648","1,012","1,322","1,450","1,543","1,314",,
2021년04월_남_70~79세,"13,709","7,162",700,266,272,249,226,153,287,173,316,167,388,449,480,557,578,"1,017",884,"6,547","1,130",543,513,440,572,431,340,524,349,410,393,551,351,,
2021년04월_남_80~89세,"5,295","2,858",300,120,122,123,107,92,144,94,126,65,130,206,152,196,192,368,321,"2,437",475,220,227,191,179,130,123,189,135,115,136,213,104,,
2021년04월_남_90~99세,490,283,34,12,18,15,6,6,18,8,14,11,14,13,15,17,23,38,21,207,34,16,13,30,16,12,14,16,11,11,12,14,8,,
2021년04월_남_100세 이상,22,14,1,0,0,0,1,0,0,1,4,0,1,0,1,2,1,2,0,8,2,1,0,0,2,1,0,1,0,0,1,0,0,,
2021년04월_여_총인구수,"321,635","126,640","11,827","1,860","2,139","2,094","1,518","1,030","2,812",981,"2,583","1,982","4,209","4,491","8,824","11,741","21,970","27,777","18,802","194,995","11,450","10,344","9,068","3,920","7,486","11,943","7,137","19,200","9,788","20,205","34,888","22,592","26,974",,
2021년04월_여_연령구간인구수,"321,635","126,640","11,827","1,860","2,139","2,094","1,518","1,030","2,812",981,"2,583","1,982","4,209","4,491","8,824","11,741","21,970","27,777","18,802","194,995","11,450","10,344","9,068","3,920","7,486","11,943","7,137","19,200","9,788","20,205","34,888","22,592","26,974",,
2021년04월_여_0~9세,"29,806","9,666",816,61,54,57,41,23,120,13,86,70,185,141,506,"1,043","2,205","2,881","1,364","20,140",550,909,634,149,341,473,404,"1,678",710,"2,738","5,095","1,928","4,531",,
2021년04월_여_10~19세,"32,723","12,406","1,261",109,86,110,84,41,162,24,127,98,287,300,647,"1,549","2,753","3,388","1,380","20,317","1,038","1,146",886,243,524,641,612,"2,348","1,084","2,726","4,612","2,028","2,429",,
2021년04월_여_20~29세,"45,432","16,464","1,255",131,156,147,96,63,245,58,254,295,456,495,"1,409","1,267","2,805","3,352","3,980","28,968","1,182","1,116",980,329,"1,062","3,189","1,226","2,856","1,256","2,446","4,385","5,054","3,887",,
2021년04월_여_30~39세,"48,590","15,450","1,170",122,135,136,64,56,201,34,193,233,391,332,"1,094","1,327","3,168","4,109","2,685","33,140",915,"1,301","1,090",253,893,"2,213",849,"2,497","1,149","3,496","7,341","4,034","7,109",,
2021년04월_여_40~49세,"53,870","20,539","2,129",166,197,230,125,68,294,50,298,229,551,627,"1,391","2,181","4,412","5,107","2,484","33,331","1,607","1,880","1,568",437,"1,046","1,649",973,"3,543","1,676","3,903","7,192","3,641","4,216",,
2021년04월_여_50~59세,"49,993","21,300","2,052",325,400,387,255,172,557,177,446,330,842,871,"1,588","2,026","3,453","4,234","3,185","28,693","1,915","1,665","1,609",787,"1,413","1,642","1,342","3,497","1,880","2,774","4,113","3,283","2,773",,
2021년04월_여_60~69세,"32,804","16,154","1,553",432,496,492,373,244,560,241,582,371,780,837,"1,247","1,234","1,793","2,696","2,223","16,650","1,989","1,222","1,180",810,"1,181","1,215","1,036","1,648","1,041","1,284","1,338","1,461","1,245",,
2021년04월_여_70~79세,"16,538","8,415",876,258,294,260,238,183,350,183,359,227,414,536,591,682,793,"1,213",958,"8,123","1,314",633,638,514,667,565,420,691,563,488,471,706,453,,
2021년04월_여_80~89세,"10,064","5,270",612,218,269,221,193,158,270,164,206,112,251,310,297,368,511,658,452,"4,794",814,409,419,337,312,289,230,387,357,293,278,390,279,,
2021년04월_여_90~99세,"1,743",934,101,38,51,54,46,20,51,34,25,16,49,42,52,62,75,133,85,809,121,62,60,59,42,65,44,54,72,54,61,65,50,,
2021년04월_여_100세 이상,72,42,2,0,1,0,3,2,2,3,7,1,3,0,2,2,2,6,6,30,5,1,4,2,5,2,1,1,0,3,2,2,2,,
2021년05월_계_총인구수,"657,775","256,482","24,275","4,109","4,325","4,368","3,156","2,265","6,054","2,113","5,384","4,227","8,695","9,254","18,037","23,329","44,790","55,449","36,652","401,293","23,986","21,737","19,919","8,494","16,490","25,787","13,947","37,640","18,933","40,528","70,120","46,748","56,964",,
2021년05월_계_연령구간인구수,"657,775","256,482","24,275","4,109","4,325","4,368","3,156","2,265","6,054","2,113","5,384","4,227","8,695","9,254","18,037","23,329","44,790","55,449","36,652","401,293","23,986","21,737","19,919","8,494","16,490","25,787","13,947","37,640","18,933","40,528","70,120","46,748","56,964",,
2021년05월_계_0~9세,"60,739","19,740","1,653",134,107,129,77,48,242,24,166,158,415,275,"1,068","2,078","4,528","5,862","2,776","40,999","1,152","1,776","1,378",290,798,955,854,"3,347","1,384","5,525","10,419","3,950","9,171",,
2021년05월_계_10~19세,"67,900","25,870","2,636",229,191,222,161,87,354,70,272,215,662,649,"1,401","3,196","5,809","6,974","2,742","42,030","2,197","2,338","1,874",535,"1,071","1,290","1,200","4,887","2,363","5,648","9,440","4,127","5,060",,
2021년05월_계_20~29세,"95,783","34,925","2,870",378,365,389,224,169,742,139,539,612,"1,061","1,153","2,841","2,735","6,178","6,981","7,549","60,858","2,806","2,558","2,480",874,"2,402","6,453","2,467","5,942","2,633","5,134","8,816","10,192","8,101",,
2021년05월_계_30~39세,"103,704","32,558","2,477",316,291,335,177,170,539,93,485,553,853,838,"2,507","2,501","6,682","8,193","5,548","71,146","2,073","2,768","2,686",702,"2,317","5,638","1,838","4,966","2,286","6,705","14,333","9,321","15,513",,
2021년05월_계_40~49세,"111,638","42,266","4,386",437,432,520,327,233,724,173,665,549,"1,198","1,318","2,874","4,333","8,942","10,125","5,030","69,372","3,609","4,116","3,630","1,066","2,450","3,817","1,908","6,621","3,127","7,879","14,168","7,477","9,504",,
2021년05월_계_50~59세,"102,974","43,355","4,483",749,845,843,584,422,"1,153",421,"1,032",754,"1,725","1,817","3,232","4,026","6,923","8,449","5,897","59,619","4,249","3,695","3,544","1,758","3,163","3,585","2,525","6,678","3,560","5,615","8,762","6,691","5,794",,
2021년05월_계_60~69세,"66,947","32,724","3,127",950,"1,071","1,013",792,523,"1,172",535,"1,193",784,"1,523","1,644","2,514","2,570","3,539","5,406","4,368","34,223","4,004","2,588","2,445","1,690","2,491","2,541","1,983","3,327","2,081","2,647","2,826","3,036","2,564",,
2021년05월_계_70~79세,"30,290","15,592","1,581",526,568,508,461,336,640,351,666,392,801,984,"1,076","1,240","1,375","2,244","1,843","14,698","2,438","1,179","1,154",953,"1,241","1,002",765,"1,224",912,897,860,"1,264",809,,
2021년05월_계_80~89세,"15,480","8,195",926,339,384,344,297,249,416,261,330,181,391,521,453,570,709,"1,038",786,"7,285","1,297",637,651,535,493,424,351,576,502,410,418,606,385,,
2021년05월_계_90~99세,"2,235","1,209",133,51,70,64,52,26,70,42,34,28,62,55,68,76,102,169,107,"1,026",154,80,73,90,58,79,55,71,85,64,74,82,61,,
2021년05월_계_100세 이상,85,48,3,0,1,1,4,2,2,4,2,1,4,0,3,4,3,8,6,37,7,2,4,1,6,3,1,1,0,4,4,2,2,,
2021년05월_남_총인구수,"335,990","130,028","12,457","2,258","2,187","2,271","1,653","1,235","3,235","1,133","2,824","2,218","4,489","4,784","9,214","11,614","22,873","27,728","17,855","205,962","12,540","11,397","10,844","4,568","8,726","13,845","6,842","18,469","9,136","20,348","35,174","24,073","30,000",,
2021년05월_남_연령구간인구수,"335,990","130,028","12,457","2,258","2,187","2,271","1,653","1,235","3,235","1,133","2,824","2,218","4,489","4,784","9,214","11,614","22,873","27,728","17,855","205,962","12,540","11,397","10,844","4,568","8,726","13,845","6,842","18,469","9,136","20,348","35,174","24,073","30,000",,
2021년05월_남_0~9세,"31,070","10,160",846,78,51,71,36,25,121,12,82,88,229,137,554,"1,042","2,365","3,006","1,417","20,910",608,876,746,144,435,488,453,"1,672",677,"2,793","5,329","2,016","4,673",,
2021년05월_남_10~19세,"35,160","13,479","1,381",120,104,114,78,47,190,45,147,114,377,348,759,"1,649","3,051","3,590","1,365","21,681","1,162","1,190",990,290,518,650,587,"2,555","1,286","2,932","4,809","2,105","2,607",,
2021년05월_남_20~29세,"50,368","18,510","1,612",244,212,240,133,107,498,82,279,315,604,665,"1,446","1,473","3,396","3,647","3,557","31,858","1,616","1,439","1,494",539,"1,299","3,259","1,259","3,097","1,374","2,694","4,435","5,121","4,232",,
2021년05월_남_30~39세,"55,215","17,147","1,310",198,154,199,116,112,336,57,294,315,471,513,"1,404","1,180","3,526","4,101","2,861","38,068","1,171","1,485","1,607",452,"1,367","3,432",997,"2,496","1,131","3,238","7,009","5,269","8,414",,
2021년05월_남_40~49세,"57,847","21,837","2,281",273,236,285,203,165,427,124,373,313,642,699,"1,490","2,168","4,538","5,055","2,565","36,010","2,008","2,235","2,068",632,"1,370","2,163",938,"3,085","1,464","3,973","6,973","3,834","5,267",,
2021년05월_남_50~59세,"52,856","22,053","2,411",427,443,461,332,250,596,249,590,421,883,948,"1,654","2,000","3,467","4,204","2,717","30,803","2,331","2,023","1,932",977,"1,689","1,951","1,186","3,176","1,684","2,845","4,604","3,385","3,020",,
2021년05월_남_60~69세,"33,879","16,487","1,577",517,574,513,419,279,614,291,612,406,746,803,"1,252","1,332","1,726","2,690","2,136","17,392","2,010","1,365","1,249",868,"1,278","1,319",946,"1,656","1,020","1,337","1,473","1,555","1,316",,
2021년05월_남_70~79세,"13,732","7,177",699,266,274,250,224,154,290,171,308,167,388,453,486,551,587,"1,022",887,"6,555","1,121",539,517,437,567,435,343,529,351,410,391,557,358,,
2021년05월_남_80~89세,"5,354","2,892",307,122,121,124,105,90,145,94,128,68,134,205,153,200,193,374,329,"2,462",477,227,228,197,185,134,121,186,137,115,138,213,104,,
2021년05월_남_90~99세,491,275,32,13,18,13,6,6,18,7,11,11,14,13,15,17,23,37,21,216,34,17,13,32,17,13,12,16,12,11,12,18,9,,
2021년05월_남_100세 이상,18,11,1,0,0,1,1,0,0,1,0,0,1,0,1,2,1,2,0,7,2,1,0,0,1,1,0,1,0,0,1,0,0,,
2021년05월_여_총인구수,"321,785","126,454","11,818","1,851","2,138","2,097","1,503","1,030","2,819",980,"2,560","2,009","4,206","4,470","8,823","11,715","21,917","27,721","18,797","195,331","11,446","10,340","9,075","3,926","7,764","11,942","7,105","19,171","9,797","20,180","34,946","22,675","26,964",,
2021년05월_여_연령구간인구수,"321,785","126,454","11,818","1,851","2,138","2,097","1,503","1,030","2,819",980,"2,560","2,009","4,206","4,470","8,823","11,715","21,917","27,721","18,797","195,331","11,446","10,340","9,075","3,926","7,764","11,942","7,105","19,171","9,797","20,180","34,946","22,675","26,964",,
2021년05월_여_0~9세,"29,669","9,580",807,56,56,58,41,23,121,12,84,70,186,138,514,"1,036","2,163","2,856","1,359","20,089",544,900,632,146,363,467,401,"1,675",707,"2,732","5,090","1,934","4,498",,
2021년05월_여_10~19세,"32,740","12,391","1,255",109,87,108,83,40,164,25,125,101,285,301,642,"1,547","2,758","3,384","1,377","20,349","1,035","1,148",884,245,553,640,613,"2,332","1,077","2,716","4,631","2,022","2,453",,
2021년05월_여_20~29세,"45,415","16,415","1,258",134,153,149,91,62,244,57,260,297,457,488,"1,395","1,262","2,782","3,334","3,992","29,000","1,190","1,119",986,335,"1,103","3,194","1,208","2,845","1,259","2,440","4,381","5,071","3,869",,
2021년05월_여_30~39세,"48,489","15,411","1,167",118,137,136,61,58,203,36,191,238,382,325,"1,103","1,321","3,156","4,092","2,687","33,078",902,"1,283","1,079",250,950,"2,206",841,"2,470","1,155","3,467","7,324","4,052","7,099",,
2021년05월_여_40~49세,"53,791","20,429","2,105",164,196,235,124,68,297,49,292,236,556,619,"1,384","2,165","4,404","5,070","2,465","33,362","1,601","1,881","1,562",434,"1,080","1,654",970,"3,536","1,663","3,906","7,195","3,643","4,237",,
2021년05월_여_50~59세,"50,118","21,302","2,072",322,402,382,252,172,557,172,442,333,842,869,"1,578","2,026","3,456","4,245","3,180","28,816","1,918","1,672","1,612",781,"1,474","1,634","1,339","3,502","1,876","2,770","4,158","3,306","2,774",,
2021년05월_여_60~69세,"33,068","16,237","1,550",433,497,500,373,244,558,244,581,378,777,841,"1,262","1,238","1,813","2,716","2,232","16,831","1,994","1,223","1,196",822,"1,213","1,222","1,037","1,671","1,061","1,310","1,353","1,481","1,248",,
2021년05월_여_70~79세,"16,558","8,415",882,260,294,258,237,182,350,180,358,225,413,531,590,689,788,"1,222",956,"8,143","1,317",640,637,516,674,567,422,695,561,487,469,707,451,,
2021년05월_여_80~89세,"10,126","5,303",619,217,263,220,192,159,271,167,202,113,257,316,300,370,516,664,457,"4,823",820,410,423,338,308,290,230,390,365,295,280,393,281,,
2021년05월_여_90~99세,"1,744",934,101,38,52,51,46,20,52,35,23,17,48,42,53,59,79,132,86,810,120,63,60,58,41,66,43,55,73,53,62,64,52,,
2021년05월_여_100세 이상,67,37,2,0,1,0,3,2,2,3,2,1,3,0,2,2,2,6,6,30,5,1,4,1,5,2,1,0,0,4,3,2,2,,
2021년06월_계_총인구수,"657,503","256,047","24,278","4,109","4,315","4,351","3,121","2,271","6,045","2,093","5,358","4,272","8,647","9,263","18,097","23,268","44,654","55,323","36,582","401,456","23,962","21,675","19,944","8,505","16,794","25,798","13,890","37,560","18,875","40,542","70,188","46,739","56,984",,
2021년06월_계_연령구간인구수,"657,503","256,047","24,278","4,109","4,315","4,351","3,121","2,271","6,045","2,093","5,358","4,272","8,647","9,263","18,097","23,268","44,654","55,323","36,582","401,456","23,962","21,675","19,944","8,505","16,794","25,798","13,890","37,560","18,875","40,542","70,188","46,739","56,984",,
2021년06월_계_0~9세,"60,401","19,584","1,633",125,107,123,74,50,239,24,162,158,406,278,"1,071","2,060","4,483","5,807","2,784","40,817","1,130","1,754","1,384",283,816,950,838,"3,292","1,364","5,506","10,390","3,947","9,163",,
2021년06월_계_10~19세,"67,839","25,808","2,628",226,194,219,157,85,352,69,270,214,654,647,"1,415","3,198","5,798","6,964","2,718","42,031","2,183","2,330","1,866",531,"1,083","1,274","1,193","4,886","2,347","5,652","9,491","4,104","5,091",,
2021년06월_계_20~29세,"95,714","34,823","2,861",378,355,392,229,173,734,135,546,630,"1,052","1,149","2,861","2,713","6,148","6,940","7,527","60,891","2,803","2,560","2,491",892,"2,468","6,490","2,443","5,950","2,632","5,118","8,787","10,189","8,068",,
2021년06월_계_30~39세,"103,263","32,323","2,450",319,288,335,174,170,540,91,484,560,838,838,"2,497","2,477","6,611","8,122","5,529","70,940","2,056","2,730","2,671",702,"2,376","5,619","1,838","4,942","2,271","6,700","14,289","9,314","15,432",,
2021년06월_계_40~49세,"111,684","42,190","4,381",442,429,511,314,232,725,170,648,563,"1,192","1,317","2,902","4,336","8,913","10,107","5,008","69,494","3,621","4,095","3,647","1,063","2,519","3,805","1,893","6,614","3,106","7,889","14,207","7,479","9,556",,
2021년06월_계_50~59세,"102,887","43,318","4,495",744,848,838,588,420,"1,148",412,"1,036",744,"1,719","1,806","3,225","4,027","6,927","8,459","5,882","59,569","4,229","3,695","3,545","1,753","3,191","3,594","2,489","6,635","3,535","5,618","8,791","6,688","5,806",,
2021년06월_계_60~69세,"67,529","32,930","3,166",957,"1,070","1,018",782,529,"1,178",535,"1,186",807,"1,524","1,661","2,526","2,565","3,572","5,460","4,394","34,599","4,027","2,603","2,458","1,695","2,529","2,563","2,014","3,367","2,111","2,692","2,877","3,065","2,598",,
2021년06월_계_70~79세,"30,319","15,595","1,591",529,572,502,453,336,641,349,665,388,808,989,"1,076","1,239","1,381","2,242","1,834","14,724","2,445","1,189","1,150",949,"1,256",997,768,"1,223",919,898,855,"1,265",810,,
2021년06월_계_80~89세,"15,541","8,222",939,336,378,347,294,250,416,261,324,179,391,523,457,573,717,"1,041",796,"7,319","1,306",637,654,544,487,425,357,575,506,404,422,607,395,,
2021년06월_계_90~99세,"2,243","1,208",131,53,73,65,52,25,70,43,35,28,59,55,64,77,101,173,104,"1,035",156,80,75,92,63,78,56,75,83,61,74,79,63,,
2021년06월_계_100세 이상,83,46,3,0,1,1,4,1,2,4,2,1,4,0,3,3,3,8,6,37,6,2,3,1,6,3,1,1,1,4,5,2,2,,
2021년06월_남_총인구수,"335,917","129,806","12,448","2,258","2,178","2,258","1,632","1,246","3,227","1,121","2,812","2,239","4,475","4,792","9,271","11,591","22,798","27,640","17,820","206,111","12,516","11,367","10,866","4,585","8,885","13,882","6,807","18,442","9,100","20,380","35,204","24,066","30,011",,
2021년06월_남_연령구간인구수,"335,917","129,806","12,448","2,258","2,178","2,258","1,632","1,246","3,227","1,121","2,812","2,239","4,475","4,792","9,271","11,591","22,798","27,640","17,820","206,111","12,516","11,367","10,866","4,585","8,885","13,882","6,807","18,442","9,100","20,380","35,204","24,066","30,011",,
2021년06월_남_0~9세,"30,917","10,089",836,73,50,66,34,26,121,12,80,89,225,140,554,"1,038","2,345","2,982","1,418","20,828",596,870,747,143,444,488,446,"1,640",669,"2,794","5,314","2,017","4,660",,
2021년06월_남_10~19세,"35,100","13,426","1,378",120,107,113,76,47,189,45,146,114,374,347,766,"1,648","3,039","3,568","1,349","21,674","1,152","1,187",984,282,530,645,584,"2,560","1,272","2,930","4,834","2,089","2,625",,
2021년06월_남_20~29세,"50,354","18,469","1,601",246,210,241,136,113,493,79,287,320,600,666,"1,461","1,459","3,377","3,627","3,553","31,885","1,610","1,444","1,508",549,"1,332","3,279","1,250","3,105","1,372","2,688","4,421","5,112","4,215",,
2021년06월_남_30~39세,"54,973","17,018","1,291",196,148,197,113,112,333,55,293,321,462,510,"1,406","1,172","3,489","4,073","2,847","37,955","1,158","1,466","1,597",451,"1,404","3,430",991,"2,478","1,127","3,243","6,981","5,263","8,366",,
2021년06월_남_40~49세,"57,934","21,810","2,285",275,235,276,196,165,425,121,363,320,645,703,"1,509","2,165","4,524","5,044","2,559","36,124","2,013","2,223","2,086",634,"1,403","2,177",933,"3,087","1,451","3,980","6,993","3,841","5,303",,
2021년06월_남_50~59세,"52,823","22,019","2,417",427,444,460,334,249,594,245,591,417,883,936,"1,646","2,001","3,475","4,199","2,701","30,804","2,322","2,024","1,926",982,"1,705","1,956","1,167","3,156","1,670","2,847","4,632","3,378","3,039",,
2021년06월_남_60~69세,"34,174","16,593","1,591",515,572,517,412,283,617,292,609,414,744,815,"1,268","1,333","1,741","2,712","2,158","17,581","2,025","1,369","1,261",876,"1,294","1,328",959,"1,684","1,034","1,361","1,487","1,578","1,325",,
2021년06월_남_70~79세,"13,756","7,188",701,271,274,248,220,154,293,171,307,166,393,457,489,551,590,"1,019",884,"6,568","1,122",539,518,436,571,433,344,526,353,412,392,559,363,,
2021년06월_남_80~89세,"5,375","2,905",314,122,120,126,104,91,145,93,126,67,133,205,156,204,193,376,330,"2,470",481,227,227,199,184,134,121,189,140,115,136,211,106,,
2021년06월_남_90~99세,493,278,33,13,18,13,6,6,17,7,10,11,15,13,15,18,24,38,21,215,35,17,12,33,17,11,12,16,12,10,13,18,9,,
2021년06월_남_100세 이상,18,11,1,0,0,1,1,0,0,1,0,0,1,0,1,2,1,2,0,7,2,1,0,0,1,1,0,1,0,0,1,0,0,,
2021년06월_여_총인구수,"321,586","126,241","11,830","1,851","2,137","2,093","1,489","1,025","2,818",972,"2,546","2,033","4,172","4,471","8,826","11,677","21,856","27,683","18,762","195,345","11,446","10,308","9,078","3,920","7,909","11,916","7,083","19,118","9,775","20,162","34,984","22,673","26,973",,
2021년06월_여_연령구간인구수,"321,586","126,241","11,830","1,851","2,137","2,093","1,489","1,025","2,818",972,"2,546","2,033","4,172","4,471","8,826","11,677","21,856","27,683","18,762","195,345","11,446","10,308","9,078","3,920","7,909","11,916","7,083","19,118","9,775","20,162","34,984","22,673","26,973",,
2021년06월_여_0~9세,"29,484","9,495",797,52,57,57,40,24,118,12,82,69,181,138,517,"1,022","2,138","2,825","1,366","19,989",534,884,637,140,372,462,392,"1,652",695,"2,712","5,076","1,930","4,503",,
2021년06월_여_10~19세,"32,739","12,382","1,250",106,87,106,81,38,163,24,124,100,280,300,649,"1,550","2,759","3,396","1,369","20,357","1,031","1,143",882,249,553,629,609,"2,326","1,075","2,722","4,657","2,015","2,466",,
