카테고리,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2021년07월_여_100세 이상,50,6,6,0,1,1,1,2,1,2,1,2,0,7,2,3,5,2,1,2,3,2,0,
2021년08월_계_총인구수,"549,494","23,509","14,463","8,396","27,071","13,729","17,331","31,211","29,096","23,332","16,576","31,940","21,662","43,451","16,130","76,411","37,571","20,122","11,194","35,838","19,500","18,297","12,664",
2021년08월_계_연령구간인구수,"549,494","23,509","14,463","8,396","27,071","13,729","17,331","31,211","29,096","23,332","16,576","31,940","21,662","43,451","16,130","76,411","37,571","20,122","11,194","35,838","19,500","18,297","12,664",
2021년08월_계_0~9세,"37,886","1,540",547,362,"2,006",588,"1,285","1,900","1,713","1,254",841,"1,360","2,133","4,765",553,"8,581","2,762","1,115",327,"2,152",818,702,582,
2021년08월_계_10~19세,"53,320","1,992",690,543,"2,216",932,"1,602","3,405","2,812","2,379","1,320","2,281","2,175","8,322","1,098","8,324","4,499","1,429",560,"3,398","1,255","1,182",906,
2021년08월_계_20~29세,"76,825","2,790","2,317","1,293","4,080","2,264","2,416","4,875","4,613","4,020","2,466","6,870","2,502","4,290","1,745","8,980","5,033","3,407","1,120","4,866","2,832","2,445","1,601",
2021년08월_계_30~39세,"63,835","2,664","1,838",916,"3,654","1,697","2,154","3,234","3,263","2,538","2,078","3,723","2,943","4,250","1,216","10,807","3,728","2,848",992,"3,743","2,190","1,911","1,448",
2021년08월_계_40~49세,"86,619","3,508","1,776","1,081","3,991","1,888","2,709","5,007","4,422","3,577","2,299","4,409","3,957","10,540","2,167","13,661","6,088","2,575","1,200","4,984","2,647","2,322","1,811",
2021년08월_계_50~59세,"101,772","4,106","2,533","1,473","5,030","2,697","3,364","6,714","6,425","5,136","3,447","6,302","3,707","6,262","2,964","11,956","7,013","3,795","2,141","7,176","3,692","3,373","2,466",
2021년08월_계_60~69세,"77,032","3,906","2,528","1,395","3,834","2,265","2,307","3,785","3,724","2,774","2,782","4,078","2,713","3,026","3,232","8,627","5,163","3,083","2,710","5,984","3,416","3,484","2,216",
2021년08월_계_70~79세,"34,899","2,070","1,504",879,"1,598",959,"1,055","1,569","1,412","1,098",946,"1,874","1,064","1,355","2,063","3,730","2,126","1,240","1,398","2,282","1,778","1,840","1,059",
2021년08월_계_80~89세,"15,417",848,662,417,591,396,391,652,651,504,358,929,410,549,980,"1,551","1,013",548,650,"1,113",784,925,495,
2021년08월_계_90~99세,"1,830",79,61,37,69,42,47,67,60,50,38,112,56,84,110,190,140,80,95,138,85,110,80,
2021년08월_계_100세 이상,59,6,7,0,2,1,1,3,1,2,1,2,2,8,2,4,6,2,1,2,3,3,0,
2021년08월_남_총인구수,"270,975","11,427","7,068","4,082","13,192","6,781","8,556","15,648","14,679","11,725","8,404","16,433","10,697","21,320","7,735","37,532","18,388","9,949","5,372","17,368","9,619","8,751","6,249",
2021년08월_남_연령구간인구수,"270,975","11,427","7,068","4,082","13,192","6,781","8,556","15,648","14,679","11,725","8,404","16,433","10,697","21,320","7,735","37,532","18,388","9,949","5,372","17,368","9,619","8,751","6,249",
2021년08월_남_0~9세,"19,426",736,290,198,972,283,667,988,898,670,439,719,"1,052","2,431",314,"4,407","1,408",590,172,"1,120",421,354,297,
2021년08월_남_10~19세,"27,621",934,343,283,"1,146",483,830,"1,817","1,494","1,212",685,"1,170","1,045","4,231",567,"4,365","2,469",775,300,"1,758",650,589,475,
2021년08월_남_20~29세,"40,890","1,421","1,100",648,"2,018","1,181","1,294","2,610","2,534","2,168","1,347","3,684","1,332","2,355",971,"4,792","2,802","1,762",640,"2,623","1,443","1,278",887,
2021년08월_남_30~39세,"33,495","1,388",965,489,"1,885",961,"1,128","1,696","1,779","1,379","1,183","2,237","1,505","1,893",672,"5,288","1,842","1,602",556,"1,953","1,231","1,051",812,
2021년08월_남_40~49세,"42,023","1,811",984,559,"1,943",943,"1,306","2,333","2,088","1,665","1,134","2,283","1,968","4,786","1,118","6,636","2,742","1,264",643,"2,320","1,375","1,181",941,
2021년08월_남_50~59세,"49,120","2,051","1,295",706,"2,381","1,274","1,621","3,297","3,083","2,495","1,613","3,202","1,821","3,395","1,482","5,644","3,280","1,730",989,"3,224","1,773","1,588","1,176",
2021년08월_남_60~69세,"37,099","1,842","1,191",652,"1,853","1,085","1,082","1,903","1,930","1,468","1,418","2,031","1,297","1,415","1,492","4,112","2,480","1,474","1,245","2,912","1,588","1,575","1,054",
2021년08월_남_70~79세,"15,600",937,647,373,753,424,488,750,626,481,448,800,513,599,795,"1,695",969,555,641,"1,048",825,781,452,
2021년08월_남_80~89세,"5,287",297,243,165,225,133,129,238,233,177,129,285,152,193,299,547,362,179,165,376,296,328,136,
2021년08월_남_90~99세,406,10,9,9,15,14,11,15,14,10,8,22,10,21,25,45,34,18,21,34,17,25,19,
2021년08월_남_100세 이상,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년08월_여_총인구수,"278,519","12,082","7,395","4,314","13,879","6,948","8,775","15,563","14,417","11,607","8,172","15,507","10,965","22,131","8,395","38,879","19,183","10,173","5,822","18,470","9,881","9,546","6,415",
2021년08월_여_연령구간인구수,"278,519","12,082","7,395","4,314","13,879","6,948","8,775","15,563","14,417","11,607","8,172","15,507","10,965","22,131","8,395","38,879","19,183","10,173","5,822","18,470","9,881","9,546","6,415",
2021년08월_여_0~9세,"18,460",804,257,164,"1,034",305,618,912,815,584,402,641,"1,081","2,334",239,"4,174","1,354",525,155,"1,032",397,348,285,
2021년08월_여_10~19세,"25,699","1,058",347,260,"1,070",449,772,"1,588","1,318","1,167",635,"1,111","1,130","4,091",531,"3,959","2,030",654,260,"1,640",605,593,431,
2021년08월_여_20~29세,"35,935","1,369","1,217",645,"2,062","1,083","1,122","2,265","2,079","1,852","1,119","3,186","1,170","1,935",774,"4,188","2,231","1,645",480,"2,243","1,389","1,167",714,
2021년08월_여_30~39세,"30,340","1,276",873,427,"1,769",736,"1,026","1,538","1,484","1,159",895,"1,486","1,438","2,357",544,"5,519","1,886","1,246",436,"1,790",959,860,636,
2021년08월_여_40~49세,"44,596","1,697",792,522,"2,048",945,"1,403","2,674","2,334","1,912","1,165","2,126","1,989","5,754","1,049","7,025","3,346","1,311",557,"2,664","1,272","1,141",870,
2021년08월_여_50~59세,"52,652","2,055","1,238",767,"2,649","1,423","1,743","3,417","3,342","2,641","1,834","3,100","1,886","2,867","1,482","6,312","3,733","2,065","1,152","3,952","1,919","1,785","1,290",
2021년08월_여_60~69세,"39,933","2,064","1,337",743,"1,981","1,180","1,225","1,882","1,794","1,306","1,364","2,047","1,416","1,611","1,740","4,515","2,683","1,609","1,465","3,072","1,828","1,909","1,162",
2021년08월_여_70~79세,"19,299","1,133",857,506,845,535,567,819,786,617,498,"1,074",551,756,"1,268","2,035","1,157",685,757,"1,234",953,"1,059",607,
2021년08월_여_80~89세,"10,130",551,419,252,366,263,262,414,418,327,229,644,258,356,681,"1,004",651,369,485,737,488,597,359,
2021년08월_여_90~99세,"1,424",69,52,28,54,28,36,52,46,40,30,90,46,63,85,145,106,62,74,104,68,85,61,
2021년08월_여_100세 이상,51,6,6,0,1,1,1,2,1,2,1,2,0,7,2,3,6,2,1,2,3,2,0,
2021년09월_계_총인구수,"548,694","23,437","14,493","8,367","27,023","13,694","17,316","31,200","29,047","23,275","16,544","32,027","21,597","43,423","16,127","76,378","37,314","20,100","11,176","35,832","19,456","18,274","12,594",
2021년09월_계_연령구간인구수,"548,694","23,437","14,493","8,367","27,023","13,694","17,316","31,200","29,047","23,275","16,544","32,027","21,597","43,423","16,127","76,378","37,314","20,100","11,176","35,832","19,456","18,274","12,594",
2021년09월_계_0~9세,"37,607","1,536",544,365,"1,996",582,"1,285","1,891","1,698","1,238",845,"1,346","2,123","4,708",550,"8,515","2,731","1,121",321,"2,134",806,694,578,
2021년09월_계_10~19세,"53,202","1,973",692,531,"2,204",919,"1,601","3,393","2,808","2,355","1,313","2,297","2,173","8,335","1,096","8,362","4,472","1,420",555,"3,385","1,258","1,172",888,
2021년09월_계_20~29세,"76,639","2,770","2,315","1,284","4,072","2,255","2,398","4,879","4,587","4,018","2,440","6,972","2,487","4,305","1,737","8,959","4,988","3,383","1,118","4,847","2,812","2,436","1,577",
2021년09월_계_30~39세,"63,663","2,659","1,860",918,"3,657","1,717","2,133","3,221","3,263","2,526","2,074","3,722","2,901","4,209","1,211","10,762","3,701","2,868",984,"3,746","2,176","1,918","1,437",
2021년09월_계_40~49세,"86,200","3,491","1,774","1,071","3,958","1,863","2,702","4,981","4,400","3,548","2,280","4,361","3,959","10,509","2,171","13,660","6,021","2,565","1,199","4,957","2,619","2,318","1,793",
2021년09월_계_50~59세,"101,716","4,072","2,534","1,472","5,028","2,690","3,351","6,711","6,425","5,145","3,448","6,317","3,704","6,317","2,956","11,950","6,973","3,777","2,135","7,194","3,696","3,362","2,459",
2021년09월_계_60~69세,"77,246","3,912","2,531","1,398","3,843","2,266","2,338","3,814","3,736","2,786","2,796","4,089","2,715","3,034","3,244","8,662","5,149","3,094","2,703","6,011","3,421","3,481","2,223",
2021년09월_계_70~79세,"35,029","2,083","1,512",877,"1,595",963,"1,060","1,578","1,415","1,092",950,"1,884","1,060","1,358","2,063","3,755","2,127","1,253","1,408","2,294","1,789","1,856","1,057",
2021년09월_계_80~89세,"15,492",855,664,415,600,395,402,658,655,513,363,925,416,551,984,"1,556","1,004",540,656,"1,122",790,925,503,
2021년09월_계_90~99세,"1,839",79,61,36,68,43,45,71,58,52,34,113,57,89,112,193,142,76,96,140,86,109,79,
2021년09월_계_100세 이상,61,7,6,0,2,1,1,3,2,2,1,1,2,8,3,4,6,3,1,2,3,3,0,
2021년09월_남_총인구수,"270,482","11,381","7,076","4,075","13,176","6,766","8,528","15,640","14,624","11,685","8,383","16,458","10,667","21,306","7,729","37,489","18,257","9,949","5,360","17,380","9,593","8,740","6,220",
2021년09월_남_연령구간인구수,"270,482","11,381","7,076","4,075","13,176","6,766","8,528","15,640","14,624","11,685","8,383","16,458","10,667","21,306","7,729","37,489","18,257","9,949","5,360","17,380","9,593","8,740","6,220",
2021년09월_남_0~9세,"19,273",736,291,204,967,280,670,984,881,657,441,711,"1,046","2,403",309,"4,361","1,390",594,169,"1,112",415,354,298,
2021년09월_남_10~19세,"27,554",929,340,277,"1,143",474,831,"1,814","1,491","1,200",676,"1,171","1,046","4,240",568,"4,375","2,466",769,295,"1,753",650,584,462,
2021년09월_남_20~29세,"40,735","1,404","1,092",645,"2,019","1,179","1,276","2,613","2,510","2,170","1,336","3,713","1,324","2,356",963,"4,772","2,765","1,759",644,"2,623","1,429","1,274",869,
2021년09월_남_30~39세,"33,421","1,388",978,488,"1,889",975,"1,109","1,685","1,774","1,373","1,177","2,243","1,483","1,878",672,"5,264","1,829","1,618",548,"1,965","1,220","1,053",812,
2021년09월_남_40~49세,"41,837","1,792",983,552,"1,934",932,"1,304","2,320","2,086","1,654","1,129","2,253","1,973","4,765","1,124","6,634","2,709","1,264",644,"2,302","1,372","1,179",932,
2021년09월_남_50~59세,"49,090","2,038","1,292",713,"2,378","1,265","1,610","3,298","3,076","2,491","1,611","3,221","1,822","3,425","1,478","5,648","3,259","1,720",978,"3,235","1,770","1,581","1,181",
2021년09월_남_60~69세,"37,184","1,844","1,193",652,"1,853","1,091","1,095","1,908","1,935","1,473","1,425","2,038","1,298","1,418","1,493","4,128","2,472","1,477","1,246","2,915","1,595","1,578","1,057",
2021년09월_남_70~79세,"15,660",944,650,370,752,424,490,760,622,477,450,804,509,603,797,"1,710",970,558,646,"1,064",825,784,451,
2021년09월_남_80~89세,"5,313",295,247,165,224,132,132,241,236,180,132,281,155,196,300,550,362,172,167,378,300,329,139,
2021년09월_남_90~99세,407,11,9,9,16,14,11,16,13,10,6,23,9,21,25,46,35,18,23,33,17,23,19,
2021년09월_남_100세 이상,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년09월_여_총인구수,"278,212","12,056","7,417","4,292","13,847","6,928","8,788","15,560","14,423","11,590","8,161","15,569","10,930","22,117","8,398","38,889","19,057","10,151","5,816","18,452","9,863","9,534","6,374",
2021년09월_여_연령구간인구수,"278,212","12,056","7,417","4,292","13,847","6,928","8,788","15,560","14,423","11,590","8,161","15,569","10,930","22,117","8,398","38,889","19,057","10,151","5,816","18,452","9,863","9,534","6,374",
2021년09월_여_0~9세,"18,334",800,253,161,"1,029",302,615,907,817,581,404,635,"1,077","2,305",241,"4,154","1,341",527,152,"1,022",391,340,280,
2021년09월_여_10~19세,"25,648","1,044",352,254,"1,061",445,770,"1,579","1,317","1,155",637,"1,126","1,127","4,095",528,"3,987","2,006",651,260,"1,632",608,588,426,
2021년09월_여_20~29세,"35,904","1,366","1,223",639,"2,053","1,076","1,122","2,266","2,077","1,848","1,104","3,259","1,163","1,949",774,"4,187","2,223","1,624",474,"2,224","1,383","1,162",708,
2021년09월_여_30~39세,"30,242","1,271",882,430,"1,768",742,"1,024","1,536","1,489","1,153",897,"1,479","1,418","2,331",539,"5,498","1,872","1,250",436,"1,781",956,865,625,
2021년09월_여_40~49세,"44,363","1,699",791,519,"2,024",931,"1,398","2,661","2,314","1,894","1,151","2,108","1,986","5,744","1,047","7,026","3,312","1,301",555,"2,655","1,247","1,139",861,
2021년09월_여_50~59세,"52,626","2,034","1,242",759,"2,650","1,425","1,741","3,413","3,349","2,654","1,837","3,096","1,882","2,892","1,478","6,302","3,714","2,057","1,157","3,959","1,926","1,781","1,278",
2021년09월_여_60~69세,"40,062","2,068","1,338",746,"1,990","1,175","1,243","1,906","1,801","1,313","1,371","2,051","1,417","1,616","1,751","4,534","2,677","1,617","1,457","3,096","1,826","1,903","1,166",
2021년09월_여_70~79세,"19,369","1,139",862,507,843,539,570,818,793,615,500,"1,080",551,755,"1,266","2,045","1,157",695,762,"1,230",964,"1,072",606,
2021년09월_여_80~89세,"10,179",560,417,250,376,263,270,417,419,333,231,644,261,355,684,"1,006",642,368,489,744,490,596,364,
2021년09월_여_90~99세,"1,432",68,52,27,52,29,34,55,45,42,28,90,48,68,87,147,107,58,73,107,69,86,60,
2021년09월_여_100세 이상,53,7,5,0,1,1,1,2,2,2,1,1,0,7,3,3,6,3,1,2,3,2,0,
2021년10월_계_총인구수,"547,340","23,418","14,463","8,323","26,950","13,673","17,245","31,131","28,970","23,244","16,509","31,931","21,461","43,390","16,080","76,323","37,005","20,072","11,153","35,753","19,425","18,273","12,548",
2021년10월_계_연령구간인구수,"547,340","23,418","14,463","8,323","26,950","13,673","17,245","31,131","28,970","23,244","16,509","31,931","21,461","43,390","16,080","76,323","37,005","20,072","11,153","35,753","19,425","18,273","12,548",
2021년10월_계_0~9세,"37,233","1,524",545,353,"1,993",568,"1,260","1,878","1,685","1,217",836,"1,331","2,096","4,662",537,"8,483","2,681","1,111",312,"2,107",799,681,574,
2021년10월_계_10~19세,"53,022","1,956",689,533,"2,203",908,"1,595","3,364","2,782","2,349","1,304","2,264","2,181","8,347","1,095","8,381","4,443","1,413",550,"3,378","1,239","1,170",878,
2021년10월_계_20~29세,"76,239","2,776","2,308","1,259","4,017","2,254","2,393","4,866","4,569","4,008","2,433","6,937","2,463","4,327","1,715","8,895","4,938","3,342","1,106","4,823","2,816","2,433","1,561",
2021년10월_계_30~39세,"63,424","2,649","1,858",914,"3,654","1,733","2,123","3,211","3,237","2,518","2,066","3,715","2,851","4,170","1,211","10,716","3,665","2,878",974,"3,743","2,184","1,919","1,435",
2021년10월_계_40~49세,"85,671","3,483","1,769","1,056","3,914","1,842","2,665","4,951","4,364","3,539","2,263","4,317","3,943","10,480","2,149","13,663","5,939","2,556","1,191","4,906","2,604","2,302","1,775",
2021년10월_계_50~59세,"101,679","4,061","2,520","1,475","5,048","2,693","3,368","6,724","6,431","5,147","3,440","6,313","3,691","6,354","2,950","11,946","6,933","3,769","2,131","7,195","3,676","3,364","2,450",
2021년10월_계_60~69세,"77,483","3,932","2,527","1,395","3,862","2,271","2,330","3,824","3,767","2,808","2,806","4,120","2,711","3,042","3,250","8,708","5,135","3,115","2,709","6,038","3,426","3,483","2,224",
2021년10월_계_70~79세,"35,101","2,091","1,511",886,"1,584",967,"1,058","1,580","1,422","1,085",960,"1,887","1,053","1,356","2,070","3,769","2,125","1,261","1,423","2,294","1,792","1,866","1,061",
2021년10월_계_80~89세,"15,561",855,666,414,603,392,404,661,652,518,365,931,414,556,988,"1,566",998,550,659,"1,122",799,939,509,
2021년10월_계_90~99세,"1,870",84,64,38,70,44,48,70,59,53,35,115,56,88,112,191,146,74,97,145,87,113,81,
2021년10월_계_100세 이상,57,7,6,0,2,1,1,2,2,2,1,1,2,8,3,5,2,3,1,2,3,3,0,
2021년10월_남_총인구수,"269,775","11,377","7,082","4,046","13,138","6,760","8,493","15,611","14,588","11,672","8,357","16,407","10,591","21,287","7,690","37,436","18,120","9,950","5,344","17,318","9,571","8,742","6,195",
2021년10월_남_연령구간인구수,"269,775","11,377","7,082","4,046","13,138","6,760","8,493","15,611","14,588","11,672","8,357","16,407","10,591","21,287","7,690","37,436","18,120","9,950","5,344","17,318","9,571","8,742","6,195",
2021년10월_남_0~9세,"19,077",731,291,194,970,273,655,974,870,648,433,705,"1,028","2,376",299,"4,347","1,373",594,164,"1,095",411,350,296,
2021년10월_남_10~19세,"27,486",923,339,278,"1,142",467,828,"1,797","1,485","1,196",675,"1,160","1,058","4,248",569,"4,381","2,455",766,292,"1,746",643,583,455,
2021년10월_남_20~29세,"40,458","1,411","1,103",629,"1,987","1,180","1,277","2,607","2,496","2,165","1,328","3,683","1,300","2,368",942,"4,722","2,734","1,730",632,"2,599","1,433","1,271",861,
2021년10월_남_30~39세,"33,356","1,390",978,487,"1,885",976,"1,107","1,691","1,769","1,365","1,169","2,233","1,461","1,858",675,"5,264","1,817","1,627",547,"1,959","1,227","1,058",813,
2021년10월_남_40~49세,"41,598","1,783",986,549,"1,923",935,"1,286","2,302","2,075","1,652","1,119","2,242","1,960","4,750","1,108","6,618","2,672","1,268",640,"2,286","1,359","1,167",918,
2021년10월_남_50~59세,"49,063","2,036","1,290",709,"2,387","1,263","1,614","3,305","3,068","2,493","1,608","3,212","1,816","3,441","1,477","5,643","3,244","1,719",975,"3,231","1,766","1,586","1,180",
2021년10월_남_60~69세,"37,260","1,847","1,183",654,"1,854","1,093","1,090","1,918","1,952","1,481","1,430","2,056","1,294","1,422","1,492","4,146","2,460","1,493","1,248","2,920","1,587","1,581","1,059",
2021년10월_남_70~79세,"15,717",952,653,373,744,428,489,759,626,480,453,806,508,606,806,"1,714",966,561,658,"1,067",827,789,452,
2021년10월_남_80~89세,"5,337",293,248,162,228,131,136,242,234,181,135,287,155,197,299,555,364,175,165,378,299,331,142,
2021년10월_남_90~99세,415,11,10,11,17,14,11,15,13,11,7,23,9,20,23,45,35,17,23,37,19,25,19,
2021년10월_남_100세 이상,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년10월_여_총인구수,"277,565","12,041","7,381","4,277","13,812","6,913","8,752","15,520","14,382","11,572","8,152","15,524","10,870","22,103","8,390","38,887","18,885","10,122","5,809","18,435","9,854","9,531","6,353",
2021년10월_여_연령구간인구수,"277,565","12,041","7,381","4,277","13,812","6,913","8,752","15,520","14,382","11,572","8,152","15,524","10,870","22,103","8,390","38,887","18,885","10,122","5,809","18,435","9,854","9,531","6,353",
2021년10월_여_0~9세,"18,156",793,254,159,"1,023",295,605,904,815,569,403,626,"1,068","2,286",238,"4,136","1,308",517,148,"1,012",388,331,278,
2021년10월_여_10~19세,"25,536","1,033",350,255,"1,061",441,767,"1,567","1,297","1,153",629,"1,104","1,123","4,099",526,"4,000","1,988",647,258,"1,632",596,587,423,
2021년10월_여_20~29세,"35,781","1,365","1,205",630,"2,030","1,074","1,116","2,259","2,073","1,843","1,105","3,254","1,163","1,959",773,"4,173","2,204","1,612",474,"2,224","1,383","1,162",700,
2021년10월_여_30~39세,"30,068","1,259",880,427,"1,769",757,"1,016","1,520","1,468","1,153",897,"1,482","1,390","2,312",536,"5,452","1,848","1,251",427,"1,784",957,861,622,
2021년10월_여_40~49세,"44,073","1,700",783,507,"1,991",907,"1,379","2,649","2,289","1,887","1,144","2,075","1,983","5,730","1,041","7,045","3,267","1,288",551,"2,620","1,245","1,135",857,
2021년10월_여_50~59세,"52,616","2,025","1,230",766,"2,661","1,430","1,754","3,419","3,363","2,654","1,832","3,101","1,875","2,913","1,473","6,303","3,689","2,050","1,156","3,964","1,910","1,778","1,270",
2021년10월_여_60~69세,"40,223","2,085","1,344",741,"2,008","1,178","1,240","1,906","1,815","1,327","1,376","2,064","1,417","1,620","1,758","4,562","2,675","1,622","1,461","3,118","1,839","1,902","1,165",
2021년10월_여_70~79세,"19,384","1,139",858,513,840,539,569,821,796,605,507,"1,081",545,750,"1,264","2,055","1,159",700,765,"1,227",965,"1,077",609,
2021년10월_여_80~89세,"10,224",562,418,252,375,261,268,419,418,337,230,644,259,359,689,"1,011",634,375,494,744,500,608,367,
2021년10월_여_90~99세,"1,455",73,54,27,53,30,37,55,46,42,28,92,47,68,89,146,111,57,74,108,68,88,62,
2021년10월_여_100세 이상,49,7,5,0,1,1,1,1,2,2,1,1,0,7,3,4,2,3,1,2,3,2,0,
2021년11월_계_총인구수,"545,983","23,345","14,454","8,318","26,904","13,598","17,200","31,102","28,922","23,218","16,508","31,848","21,238","37,644","16,004","51,901","36,623","19,992","11,182","35,669","19,407","18,204","12,499","30,203"
2021년11월_계_연령구간인구수,"545,983","23,345","14,454","8,318","26,904","13,598","17,200","31,102","28,922","23,218","16,508","31,848","21,238","37,644","16,004","51,901","36,623","19,992","11,182","35,669","19,407","18,204","12,499","30,203"
2021년11월_계_0~9세,"36,952","1,504",539,355,"1,981",560,"1,244","1,879","1,653","1,224",841,"1,339","2,072","3,862",520,"4,126","2,637","1,089",306,"2,096",786,672,572,"5,095"
2021년11월_계_10~19세,"52,858","1,964",688,526,"2,201",904,"1,600","3,341","2,777","2,339","1,292","2,224","2,173","7,230","1,095","4,847","4,409","1,402",545,"3,368","1,237","1,161",874,"4,661"
2021년11월_계_20~29세,"75,787","2,742","2,318","1,254","4,003","2,235","2,371","4,856","4,550","3,971","2,423","6,897","2,407","3,856","1,699","7,010","4,865","3,322","1,106","4,779","2,786","2,403","1,557","2,377"
2021년11월_계_30~39세,"63,067","2,606","1,843",927,"3,648","1,717","2,112","3,204","3,220","2,524","2,072","3,721","2,808","3,524","1,202","6,551","3,609","2,851",974,"3,742","2,188","1,908","1,410","4,706"
2021년11월_계_40~49세,"85,384","3,493","1,775","1,049","3,902","1,840","2,654","4,929","4,362","3,521","2,252","4,275","3,893","9,006","2,127","7,956","5,874","2,536","1,183","4,877","2,598","2,295","1,750","7,237"
2021년11월_계_50~59세,"101,678","4,059","2,525","1,473","5,051","2,679","3,368","6,733","6,443","5,157","3,449","6,328","3,676","5,655","2,937","9,386","6,876","3,762","2,130","7,185","3,679","3,358","2,445","3,324"
2021년11월_계_60~69세,"77,594","3,937","2,524","1,398","3,858","2,266","2,339","3,848","3,779","2,818","2,811","4,121","2,689","2,680","3,243","7,265","5,106","3,147","2,741","6,043","3,435","3,485","2,233","1,828"
2021년11월_계_70~79세,"35,130","2,095","1,508",883,"1,588",968,"1,062","1,583","1,421","1,092",959,"1,893","1,054","1,230","2,075","3,176","2,102","1,251","1,433","2,299","1,799","1,862","1,064",733
2021년11월_계_80~89세,"15,595",854,664,414,600,386,399,655,658,515,372,930,408,520,994,"1,403","1,004",547,663,"1,131",809,944,512,213
2021년11월_계_90~99세,"1,890",83,63,39,70,43,50,72,58,55,35,119,56,79,109,179,140,82,100,147,88,114,82,27
2021년11월_계_100세 이상,48,8,7,0,2,0,1,2,1,2,2,1,2,2,3,2,1,3,1,2,2,2,0,2
2021년11월_남_총인구수,"269,093","11,321","7,075","4,036","13,117","6,722","8,463","15,599","14,546","11,677","8,360","16,372","10,480","18,447","7,653","25,459","17,926","9,912","5,355","17,259","9,570","8,725","6,175","14,844"
2021년11월_남_연령구간인구수,"269,093","11,321","7,075","4,036","13,117","6,722","8,463","15,599","14,546","11,677","8,360","16,372","10,480","18,447","7,653","25,459","17,926","9,912","5,355","17,259","9,570","8,725","6,175","14,844"
2021년11월_남_0~9세,"18,950",720,289,195,961,270,647,973,853,655,432,714,"1,017","1,968",289,"2,109","1,343",586,167,"1,088",407,348,295,"2,624"
2021년11월_남_10~19세,"27,391",926,340,277,"1,141",470,834,"1,786","1,480","1,190",666,"1,145","1,053","3,683",567,"2,570","2,439",760,285,"1,739",641,579,455,"2,365"
2021년11월_남_20~29세,"40,227","1,394","1,104",628,"1,985","1,166","1,253","2,605","2,480","2,154","1,325","3,647","1,274","2,104",933,"3,782","2,694","1,728",634,"2,573","1,425","1,257",861,"1,221"
2021년11월_남_30~39세,"33,201","1,375",969,490,"1,890",965,"1,106","1,690","1,763","1,370","1,171","2,248","1,433","1,561",671,"3,395","1,785","1,614",542,"1,953","1,230","1,059",799,"2,122"
2021년11월_남_40~49세,"41,471","1,774",990,540,"1,914",932,"1,282","2,297","2,073","1,647","1,115","2,230","1,944","4,072","1,098","3,782","2,639","1,260",634,"2,285","1,354","1,162",905,"3,542"
2021년11월_남_50~59세,"49,043","2,032","1,286",706,"2,392","1,260","1,611","3,301","3,066","2,500","1,618","3,207","1,807","3,060","1,472","4,348","3,227","1,714",978,"3,211","1,766","1,584","1,181","1,716"
2021년11월_남_60~69세,"37,299","1,846","1,186",654,"1,848","1,085","1,098","1,927","1,955","1,484","1,436","2,061","1,282","1,253","1,488","3,477","2,438","1,502","1,261","2,918","1,596","1,587","1,064",853
2021년11월_남_70~79세,"15,729",947,652,374,741,432,488,764,623,483,450,812,507,545,809,"1,453",963,556,663,"1,070",834,790,454,319
2021년11월_남_80~89세,"5,353",296,248,162,227,127,132,239,240,179,141,283,152,185,303,501,366,174,167,383,298,332,142,76
2021년11월_남_90~99세,423,11,10,10,17,15,12,16,13,15,6,25,9,16,23,42,32,18,24,39,19,26,19,6
2021년11월_남_100세 이상,6,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2021년11월_여_총인구수,"276,890","12,024","7,379","4,282","13,787","6,876","8,737","15,503","14,376","11,541","8,148","15,476","10,758","19,197","8,351","26,442","18,697","10,080","5,827","18,410","9,837","9,479","6,324","15,359"
2021년11월_여_연령구간인구수,"276,890","12,024","7,379","4,282","13,787","6,876","8,737","15,503","14,376","11,541","8,148","15,476","10,758","19,197","8,351","26,442","18,697","10,080","5,827","18,410","9,837","9,479","6,324","15,359"
2021년11월_여_0~9세,"18,002",784,250,160,"1,020",290,597,906,800,569,409,625,"1,055","1,894",231,"2,017","1,294",503,139,"1,008",379,324,277,"2,471"
2021년11월_여_10~19세,"25,467","1,038",348,249,"1,060",434,766,"1,555","1,297","1,149",626,"1,079","1,120","3,547",528,"2,277","1,970",642,260,"1,629",596,582,419,"2,296"
